Date,Price,Open,High,Low,LQ45_Vol,Change %
06/10/2017,984.68,987.96,988.1,981.19,1.74B,0.19%
05/10/2017,982.85,992.78,992.78,982.01,2.39B,-0.92%
04/10/2017,991.96,993.06,995.77,991.5,2.47B,0.22%
03/10/2017,989.8,985.17,994.85,981.77,2.59B,0.51%
02/10/2017,984.81,983.71,987.05,982.76,2.28B,0.55%
29/09/2017,979.44,972.7,984.13,971.02,2.37B,1.06%
28/09/2017,969.15,974.88,976.55,969.15,3.32B,-0.65%
27/09/2017,975.51,977.92,978.03,972.2,2.30B,-0.02%
26/09/2017,975.74,981.23,982.88,974.86,2.87B,-0.50%
25/09/2017,980.62,982.97,984.18,977.72,1.50B,-0.28%
22/09/2017,983.36,983.07,987.79,976.97,1.76B,-0.01%
20/09/2017,983.41,983.04,983.87,978.92,1.83B,0.06%
19/09/2017,982.82,980.2,982.82,976.7,1.78B,0.28%
18/09/2017,980.05,977.38,980.05,972.52,1.51B,0.34%
15/09/2017,976.69,974.78,979.74,969.42,2.51B,0.26%
14/09/2017,974.17,974.32,977.64,972.71,1.69B,0.09%
13/09/2017,973.31,975.05,979.39,972.11,1.69B,-0.49%
12/09/2017,978.06,978.86,979.75,976.48,1.60B,0.06%
11/09/2017,977.5,978.06,980.72,976.03,1.70B,0.11%
08/09/2017,976.46,969.04,978.45,967.51,1.46B,0.58%
07/09/2017,970.86,969.64,972.14,965.78,1.31B,0.14%
06/09/2017,969.55,965.93,971.57,964.71,2.09B,-0.16%
05/09/2017,971.15,969.23,971.15,958.7,2.29B,0.44%
04/09/2017,966.89,975.85,976.91,966.59,2.28B,-1.07%
31/08/2017,977.33,979.99,981.25,974.55,2.49B,-0.24%
30/08/2017,979.68,982.81,983.88,976.57,1.86B,-0.31%
29/08/2017,982.75,983.96,984.42,977.28,2.17B,-0.22%
28/08/2017,984.87,985.1,987.4,981.92,3.09B,-0.30%
25/08/2017,987.88,986.33,988.89,980.88,1.12B,0.47%
24/08/2017,983.29,988.13,988.46,979.12,1.80B,-0.49%
23/08/2017,988.11,985.71,988.11,979.94,1.74B,0.76%
22/08/2017,980.63,976.22,981.35,976.22,1.78B,0.49%
21/08/2017,975.82,982.28,983.76,974.6,1.68B,-0.67%
18/08/2017,982.39,979.25,986.63,976.87,1.97B,0.00%
16/08/2017,982.35,969.79,982.35,968.13,1.96B,1.49%
15/08/2017,967.89,964.39,970.3,962.41,1.64B,0.55%
14/08/2017,962.59,959.63,964.22,959.26,1.67B,0.69%
11/08/2017,955.96,964.39,964.56,954.14,2.44B,-1.23%
10/08/2017,967.85,970.3,971.14,965.04,2.40B,-0.14%
09/08/2017,969.16,968.46,969.17,962.86,2.13B,0.15%
08/08/2017,967.7,956.43,967.7,956.43,1.76B,1.33%
07/08/2017,954.98,960.31,966.16,954.77,1.23B,-0.47%
04/08/2017,959.45,961.09,964.38,958.02,1.20B,-0.29%
03/08/2017,962.26,970.59,971.17,962.21,1.26B,-1.00%
02/08/2017,972.02,969.24,972.02,964.62,1.36B,0.55%
01/08/2017,966.75,977.25,978.05,966.75,1.46B,-0.75%
31/07/2017,974.08,971.35,976.9,969.69,1.66B,-0.01%
28/07/2017,974.13,972.72,974.13,968.74,1.41B,0.22%
27/07/2017,971.95,973.54,974.78,970.87,1.41B,0.02%
26/07/2017,971.75,975.49,978.67,968.91,2.04B,-0.48%
25/07/2017,976.41,973.51,976.41,967.95,1.29B,0.40%
24/07/2017,972.5,961.51,972.5,960.54,1.65B,1.00%
21/07/2017,962.86,976.15,977.4,961.98,1.02B,-1.38%
20/07/2017,976.32,972.46,976.82,971.67,1.53B,0.45%
19/07/2017,971.9,975.98,975.99,969.82,1.22B,-0.42%
18/07/2017,976.01,976.26,977.65,972.47,1.72B,-0.45%
17/07/2017,980.38,977.94,980.47,976.56,1.48B,0.23%
14/07/2017,978.14,977.55,978.51,971.83,737.24M,0.00%
13/07/2017,978.18,981.29,981.91,973.18,1.34B,0.20%
12/07/2017,976.18,966.16,978.58,966.16,825.31M,0.99%
11/07/2017,966.63,967.66,969.5,964.61,974.52M,-0.07%
10/07/2017,967.29,977.12,978.89,966.97,721.12M,-1.01%
07/07/2017,977.12,980.55,986.32,975.98,1.09B,-0.60%
06/07/2017,982.99,977.63,983.66,977.53,1.03B,0.36%
05/07/2017,979.46,987.39,988.32,975.71,1.37B,-0.80%
04/07/2017,987.38,991.58,993.66,986.48,1.50B,-1.02%
03/07/2017,997.51,981.88,997.51,977.29,1.62B,2.03%
22/06/2017,977.62,981.77,981.81,974.69,1.57B,-0.10%
21/06/2017,978.63,969.34,978.63,968.19,1.41B,0.44%
20/06/2017,974.33,965.8,974.61,964.03,2.04B,1.09%
19/06/2017,963.87,962.54,964.15,960.39,1.95B,0.33%
16/06/2017,960.67,968.12,972.91,958.47,1.80B,-0.98%
15/06/2017,970.16,970,973.47,968.65,914.41M,-0.41%
14/06/2017,974.18,957.98,974.18,957.94,1.66B,1.70%
13/06/2017,957.88,954.51,959.36,954.24,1.70B,0.45%
12/06/2017,953.63,948.77,959.16,948.77,1.06B,0.33%
09/06/2017,950.48,955.52,956.92,949.14,1.46B,-0.62%
08/06/2017,956.44,959.68,961.12,956.44,1.65B,-0.29%
07/06/2017,959.25,958.5,961.57,957.01,1.22B,0.32%
06/06/2017,956.21,962.85,965.29,954.6,1.96B,-0.82%
05/06/2017,964.07,962.78,966.68,959.96,1.30B,0.28%
02/06/2017,961.41,960.53,961.44,956.57,2.19B,0.39%
31/05/2017,957.7,950.62,957.7,950.62,3.62B,0.86%
30/05/2017,949.51,950.91,957.14,949.51,1.94B,-0.45%
29/05/2017,953.82,957.5,957.9,951.58,1.63B,-0.07%
26/05/2017,954.48,955.73,958.65,952.1,2.61B,0.13%
24/05/2017,953.24,946.08,953.24,945.14,1.65B,-0.62%
23/05/2017,959.21,966.17,967.13,951.02,1.64B,-0.17%
22/05/2017,960.84,981.78,989.03,959.39,2.40B,-0.99%
19/05/2017,970.4,940.97,981.06,936.86,2.31B,3.08%
18/05/2017,941.45,928.06,941.45,925.74,1.91B,0.76%
17/05/2017,934.35,945.8,945.94,933.62,2.21B,-0.83%
16/05/2017,942.16,952.82,953.49,942.16,2.21B,-1.08%
15/05/2017,952.46,950.39,952.46,944.39,1.89B,0.61%
12/05/2017,946.73,948.87,951.92,945.31,2.61B,0.51%
10/05/2017,941.94,947.06,950.67,937.61,2.47B,-0.52%
09/05/2017,946.83,954.59,958.25,946.19,1.39B,-0.23%
08/05/2017,948.97,949.97,955.21,947.03,3.03B,0.32%
05/05/2017,945.97,941.89,948.57,940.84,3.41B,0.32%
04/05/2017,942.98,938.74,942.98,937.32,2.71B,0.69%
03/05/2017,936.55,942.24,943.07,936.55,2.58B,-0.45%
02/05/2017,940.79,945.42,946.74,940.79,2.32B,0.00%
28/04/2017,940.76,948.12,949.8,940.76,2.18B,-0.56%
27/04/2017,946.09,946.16,948.95,943.07,3.16B,-0.49%
26/04/2017,950.75,942.66,950.75,939.93,2.30B,1.03%
25/04/2017,941.08,944.81,945.73,935.54,2.48B,0.31%
21/04/2017,938.18,924,938.18,923.76,3.14B,1.68%
20/04/2017,922.71,924.84,926.14,921.65,2.37B,-0.14%
18/04/2017,924,921.92,927.58,921.72,2.58B,0.78%
17/04/2017,916.85,928.31,930.04,916.85,2.64B,-1.02%
13/04/2017,926.28,937.09,937.47,925.9,2.87B,-0.78%
12/04/2017,933.56,930.93,933.82,930.02,2.93B,0.45%
11/04/2017,929.42,935.39,936.92,929.09,3.53B,-0.54%
10/04/2017,934.48,939.54,941.89,930.96,2.59B,-0.29%
07/04/2017,937.24,943.39,943.84,936.86,2.59B,-0.82%
06/04/2017,944.96,941.63,944.96,937.16,2.86B,0.12%
05/04/2017,943.81,944.93,945.1,937.54,2.67B,0.31%
04/04/2017,940.87,932.22,942.35,931.06,2.82B,1.06%
03/04/2017,931,925.35,933.24,924.7,4.66B,1.03%
31/03/2017,921.53,928.67,931.76,921.53,3.12B,-0.86%
30/03/2017,929.53,927.13,929.53,921.57,6.42B,-0.05%
29/03/2017,929.99,922.66,931.72,922.66,4.52B,1.11%
27/03/2017,919.75,924.02,925.35,917.56,2.97B,-0.71%
24/03/2017,926.33,926.87,929.57,922.42,3.41B,-0.01%
23/03/2017,926.4,922.96,930.01,921.17,4.22B,0.52%
22/03/2017,921.57,914.75,921.57,910.3,4.88B,-0.09%
21/03/2017,922.37,923.1,925.45,919.11,2.95B,0.11%
20/03/2017,921.33,925.9,929.14,916.22,3.84B,-0.17%
17/03/2017,922.9,923.5,927.59,914.18,3.69B,0.53%
16/03/2017,918.08,905.84,918.08,905.1,4.09B,2.19%
15/03/2017,898.43,900.8,903.06,896.89,3.82B,-0.20%
14/03/2017,900.27,897.94,904.34,896.99,3.58B,0.44%
13/03/2017,896.29,892.99,896.29,891.12,2.77B,0.33%
10/03/2017,893.36,899.44,899.59,888.72,3.90B,-0.33%
09/03/2017,896.3,894.01,896.68,892.28,3.70B,0.26%
08/03/2017,893.97,897.86,898.38,892.81,3.35B,-0.30%
07/03/2017,896.62,899.93,901.85,893.49,5.03B,-0.20%
06/03/2017,898.38,895.84,898.38,892.64,4.40B,0.48%
03/03/2017,894.12,896.7,899.05,892.79,4.20B,-0.45%
02/03/2017,898.13,895.84,903.27,895.78,4.12B,1.15%
01/03/2017,887.9,893.32,894.16,886.8,2.86B,-0.54%
28/02/2017,892.7,895.64,898.98,892.7,3.73B,-0.12%
27/02/2017,893.76,896.34,897.24,891.94,3.90B,-0.23%
24/02/2017,895.86,892.68,897.81,892.15,3.10B,0.31%
23/02/2017,893.11,889.19,893.66,889.07,2.62B,0.15%
22/02/2017,891.78,889.38,891.78,885.87,3.19B,0.61%
21/02/2017,886.34,889.28,891.54,885.61,3.18B,-0.21%
20/02/2017,888.2,889.31,890.54,886.95,2.43B,0.09%
17/02/2017,887.4,891.61,892.38,885.87,3.16B,-0.78%
16/02/2017,894.4,895.83,896.59,889.26,3.94B,0.08%
14/02/2017,893.72,898.97,899.41,892.01,3.17B,-0.78%
13/02/2017,900.72,900.13,903.38,896.36,4.20B,0.76%
10/02/2017,893.89,896.17,900.13,893.89,4.16B,-0.06%
09/02/2017,894.45,895.21,898.95,893.36,2.84B,0.06%
08/02/2017,893.89,896.3,896.59,889.84,3.29B,-0.31%
07/02/2017,896.64,897.38,899.41,895.54,2.86B,-0.32%
06/02/2017,899.48,895.5,899.48,894.86,2.51B,0.69%
03/02/2017,893.3,891.43,893.3,890.33,2.90B,0.25%
02/02/2017,891.04,886.21,891.04,885.9,2.94B,0.54%
01/02/2017,886.25,883.83,889.87,882.99,2.72B,1.01%
31/01/2017,877.35,886.28,886.34,877.35,2.93B,-0.61%
30/01/2017,882.74,888.83,891.1,882.74,2.39B,-0.44%
27/01/2017,886.62,886.01,889.93,883.76,1.86B,-0.29%
26/01/2017,889.22,887.18,891.69,883.22,2.73B,0.56%
25/01/2017,884.31,886.9,887.65,883.04,2.87B,0.02%
24/01/2017,884.17,880.11,886.4,879.74,2.42B,0.95%
23/01/2017,875.86,874.58,879.54,869.77,2.73B,0.04%
20/01/2017,875.51,884.35,884.87,873.07,2.41B,-1.24%
19/01/2017,886.48,887.15,887.93,884.17,2.73B,0.14%
18/01/2017,885.27,880.51,885.27,880.16,3.18B,0.72%
17/01/2017,878.9,878.75,882.59,878.45,1.92B,-0.07%
16/01/2017,879.53,885.21,886.24,879.53,1.99B,-0.34%
13/01/2017,882.52,886.81,889.3,882.52,2.69B,-0.31%
12/01/2017,885.22,888.76,892.15,885.22,2.05B,-0.40%
11/01/2017,888.81,894.18,895.32,888.81,2.32B,-0.42%
10/01/2017,892.6,895.59,895.59,886.37,2.40B,0.05%
09/01/2017,892.13,901.07,902.15,890.08,1.96B,-0.89%
06/01/2017,900.1,896.53,902.26,895.07,1.93B,0.29%
05/01/2017,897.48,892.87,897.8,892.47,2.33B,0.56%
04/01/2017,892.5,881.74,893.87,877.32,2.55B,1.05%
03/01/2017,883.25,883.02,884.76,874.84,1.69B,-0.15%
30/12/2016,884.62,888.76,894.85,884.62,2.79B,-0.33%
29/12/2016,887.55,866.5,890.94,865.05,2.31B,2.31%
28/12/2016,867.55,855.06,870.05,854.13,1.82B,2.59%
27/12/2016,845.68,828.91,848.76,828.87,2.28B,2.04%
23/12/2016,828.75,831.77,838.91,828.5,2.38B,-0.56%
22/12/2016,833.43,847.88,848.9,831.97,2.02B,-1.62%
21/12/2016,847.13,862.67,863.96,847.13,2.14B,-1.32%
20/12/2016,858.49,861.85,866.01,854.82,1.93B,-0.76%
19/12/2016,865.06,871.77,875.34,865.06,1.93B,-0.99%
16/12/2016,873.68,882.14,882.61,873.68,2.67B,-0.80%
15/12/2016,880.69,874.6,882.85,870.74,2.64B,-0.23%
14/12/2016,882.74,888.15,891.07,881.78,2.05B,-0.79%
13/12/2016,889.77,887.3,889.77,881.33,2.43B,-0.06%
09/12/2016,890.31,888.11,890.31,885.3,2.15B,0.07%
08/12/2016,889.67,882.02,889.67,880.34,2.38B,0.95%
07/12/2016,881.29,884.06,884.17,874.32,2.26B,-0.34%
06/12/2016,884.27,888.12,889.39,880.93,2.25B,-0.10%
05/12/2016,885.18,879.04,888.58,878.89,1.61B,0.52%
02/12/2016,880.57,872,881.47,870.36,2.61B,1.25%
01/12/2016,869.69,862.22,872.26,862.08,3.40B,1.45%
30/11/2016,857.25,859.2,866.89,857.25,5.06B,0.13%
29/11/2016,856.11,850.77,864.26,850.77,3.11B,0.45%
28/11/2016,852.24,851.15,855.08,848.08,2.74B,-0.19%
25/11/2016,853.84,848.84,855.42,848.73,2.65B,0.28%
24/11/2016,851.49,864.96,868.71,849.98,2.97B,-2.49%
23/11/2016,873.22,867.8,873.22,866.65,3.12B,0.27%
22/11/2016,870.91,860.11,870.91,859.89,2.55B,1.03%
21/11/2016,862.04,862.7,864.49,859.25,2.80B,-0.64%
18/11/2016,867.56,871.23,871.57,859.57,2.30B,-0.36%
17/11/2016,870.71,868.79,872.4,864.06,2.38B,0.08%
16/11/2016,870.05,857.63,874.32,857.63,3.73B,2.47%
15/11/2016,849.07,856.36,866.76,848.79,3.08B,-0.68%
14/11/2016,854.92,868.98,869.45,838.04,3.90B,-2.66%
11/11/2016,878.31,908.66,908.67,878.31,4.21B,-5.17%
10/11/2016,926.22,928.94,934.24,926.22,2.83B,0.52%
09/11/2016,921.45,936.71,939.29,909.38,3.78B,-1.43%
08/11/2016,934.85,922.75,936.44,922.31,2.94B,1.90%
07/11/2016,917.41,913.04,920.32,907.72,2.46B,0.43%
04/11/2016,913.46,902.62,913.46,901.21,2.58B,0.67%
03/11/2016,907.34,922.41,923.22,907.34,2.85B,-1.89%
02/11/2016,924.82,925.32,927.56,922.15,2.74B,-0.08%
01/11/2016,925.57,929.17,930.5,925.57,2.39B,-0.17%
31/10/2016,927.1,927.25,930.17,924.88,2.24B,0.07%
28/10/2016,926.42,926.94,929.47,925.19,2.63B,-0.12%
27/10/2016,927.53,924.21,927.95,923.51,2.77B,0.52%
26/10/2016,922.69,922.32,925.05,920.79,2.16B,-0.24%
25/10/2016,924.87,931.22,932.85,924.87,2.00B,-0.54%
24/10/2016,929.93,932.03,934.74,929.93,2.67B,-0.06%
21/10/2016,930.46,930.71,932.18,927.93,2.74B,0.07%
20/10/2016,929.82,931.4,934.08,928.64,3.32B,-0.16%
19/10/2016,931.27,938.17,939.28,930,3.24B,-0.57%
18/10/2016,936.6,936.87,940.91,936.41,2.95B,0.36%
17/10/2016,933.25,929.18,935.64,927.59,2.69B,0.20%
14/10/2016,931.43,916.85,933.18,914.8,3.28B,1.54%
13/10/2016,917.27,921.11,924.61,916.13,2.72B,-0.32%
12/10/2016,920.2,920.19,924.43,917.21,2.94B,-0.48%
11/10/2016,924.64,922.36,924.71,916.16,2.96B,0.57%
10/10/2016,919.37,923.27,928.44,917.66,2.06B,-0.59%
07/10/2016,924.82,932.37,933.23,922.34,2.37B,-0.96%
06/10/2016,933.75,937.58,941.4,930.23,3.25B,-0.20%
05/10/2016,935.61,942.92,943.77,931.62,3.09B,-1.15%
04/10/2016,946.52,946.77,947.79,942.78,2.54B,0.29%
03/10/2016,943.82,932.04,943.82,932.04,2.38B,2.34%
30/09/2016,922.2,934.76,941.11,922.2,2.97B,-1.86%
29/09/2016,939.69,944.26,948.74,939.69,3.22B,-0.02%
28/09/2016,939.86,933.37,942.15,931.07,2.88B,-0.08%
27/09/2016,940.63,920.93,940.63,911.09,2.87B,1.71%
26/09/2016,924.85,929.91,930.08,921.11,2.03B,-0.91%
23/09/2016,933.37,929.43,933.37,924.53,2.45B,0.30%
22/09/2016,930.58,931.34,936.2,928.01,2.44B,1.00%
21/09/2016,921.34,914.06,923.48,908.48,2.65B,0.61%
20/09/2016,915.72,919.58,921.69,913.94,2.09B,-0.38%
19/09/2016,919.21,912.96,922.52,912.13,1.79B,1.28%
16/09/2016,907.59,912.85,915.68,904.14,2.62B,0.02%
15/09/2016,907.43,885.07,908.67,883.6,2.58B,2.96%
14/09/2016,881.38,888.66,888.66,879.59,2.88B,-1.57%
13/09/2016,895.48,902.5,904.16,895,2.13B,-1.21%
09/09/2016,906.48,920.91,921.55,906.48,1.74B,-1.99%
08/09/2016,924.86,928.32,928.37,923.75,1.77B,-0.33%
07/09/2016,927.89,928.74,930.15,922.23,1.68B,0.18%
06/09/2016,926.2,921.66,926.2,918.16,1.86B,0.66%
05/09/2016,920.14,925.65,928.31,918.99,1.69B,0.09%
02/09/2016,919.34,913.02,920.91,912.52,1.41B,0.39%
01/09/2016,915.77,920.55,922.73,912.55,1.77B,-0.99%
31/08/2016,924.96,921.16,929.7,920.67,2.20B,0.22%
30/08/2016,922.96,923.43,927.14,917.79,1.97B,-0.11%
29/08/2016,923.99,934.15,934.26,918.1,1.76B,-1.45%
26/08/2016,937.59,941.3,941.38,933.3,1.64B,-0.40%
25/08/2016,941.31,931.53,941.31,931.18,1.86B,1.32%
24/08/2016,929.02,929.64,932.65,925.46,1.65B,-0.35%
23/08/2016,932.24,935.67,936.56,918.42,2.09B,-0.18%
22/08/2016,933.95,933.88,935.4,927.36,1.40B,0.27%
19/08/2016,931.41,944.09,944.61,931.41,1.90B,-1.17%
18/08/2016,942.44,926.92,942.44,926.4,2.21B,2.12%
16/08/2016,922.92,917.42,925.1,916.53,1.65B,1.19%
15/08/2016,912.06,924.74,925.64,907.53,2.43B,-1.03%
12/08/2016,921.52,932.59,935.35,919.48,1.43B,-0.82%
11/08/2016,929.14,934.74,937.71,923.96,1.97B,-0.22%
10/08/2016,931.19,936.2,938.69,927.2,1.88B,-0.55%
09/08/2016,936.33,941,944.22,933.39,1.78B,-0.47%
08/08/2016,940.77,935.82,940.77,933.33,1.51B,0.92%
05/08/2016,932.19,926.35,934.69,926.01,1.83B,0.80%
04/08/2016,924.78,924.02,927.35,920.87,1.44B,0.44%
03/08/2016,920.73,925.47,926.85,916,1.37B,-0.67%
02/08/2016,926.91,924.93,929.28,923.84,1.52B,0.09%
01/08/2016,926.1,908.95,928.03,908.78,1.75B,3.73%
29/07/2016,892.84,914.13,921.17,892.84,1.62B,-2.28%
28/07/2016,913.71,911.81,914,905.28,1.51B,0.32%
27/07/2016,910.77,907.43,917.79,907.43,1.71B,0.95%
26/07/2016,902.2,899.51,903.75,896.32,1.13B,0.23%
25/07/2016,900.14,895.67,901.12,894.78,1.06B,0.62%
22/07/2016,894.63,898.41,898.49,889.64,1.13B,-0.47%
21/07/2016,898.86,906.71,909.18,898.86,1.62B,-0.77%
20/07/2016,905.85,894.23,905.85,894.23,1.33B,1.66%
19/07/2016,891.05,881.91,895.32,881.72,1.80B,1.19%
18/07/2016,880.57,876.92,881.44,872.39,1.54B,0.35%
15/07/2016,877.49,873.89,880.76,873.08,1.37B,0.60%
14/07/2016,872.22,883.65,884.41,871.85,1.57B,-1.52%
13/07/2016,885.71,880.52,885.71,875.77,1.71B,0.97%
12/07/2016,877.16,878.02,883.28,871.47,1.81B,0.56%
11/07/2016,872.25,862.89,875.17,861.9,1.96B,2.55%
01/07/2016,850.52,863.45,865.07,850.29,1.06B,-1.19%
30/06/2016,860.72,860.61,865.16,857.89,1.72B,0.59%
29/06/2016,855.68,839.78,855.68,839.78,1.72B,2.62%
28/06/2016,833.85,823.01,836.42,822.93,1.76B,1.32%
27/06/2016,822.99,817.02,825.91,815.7,1.17B,-0.20%
24/06/2016,824.62,831.93,833.72,807.88,1.68B,-0.77%
23/06/2016,831,835.92,836.56,826.91,1.24B,-0.59%
22/06/2016,835.93,832.33,836.62,832.33,1.74B,0.38%
21/06/2016,832.79,832.39,835.48,830.36,1.79B,0.34%
20/06/2016,829.93,828.2,829.93,822.23,1.20B,0.65%
17/06/2016,824.58,823.24,825.75,817.82,1.57B,0.51%
16/06/2016,820.42,821.26,823.22,817.56,1.30B,0.03%
15/06/2016,820.16,820.47,821.26,815.62,1.11B,-0.35%
14/06/2016,823.04,817.37,825.18,816.57,838.51M,0.40%
13/06/2016,819.76,825.01,825.7,819.76,711.88M,-0.93%
10/06/2016,827.49,836.28,837.57,827.49,895.44M,-0.89%
09/06/2016,834.93,844.03,844.92,834.93,1.47B,-1.17%
08/06/2016,844.79,847.49,849.85,839.21,1.38B,-0.49%
07/06/2016,848.95,844.25,848.95,844.03,1.60B,0.92%
06/06/2016,841.23,833.08,841.23,832.36,1.18B,1.24%
03/06/2016,830.94,830.57,832.73,827.76,953.88M,0.41%
02/06/2016,827.56,828.65,833.37,827.56,1.32B,-0.23%
01/06/2016,829.43,821.25,831.6,820.86,1.17B,1.15%
31/05/2016,820.01,828.24,828.68,819.29,1.90B,-1.06%
30/05/2016,828.81,827.36,832.86,826.82,1.06B,0.30%
27/05/2016,826.29,820.34,826.8,818.92,984.64M,0.66%
26/05/2016,820.86,820.34,821.22,816.07,1.07B,0.20%
25/05/2016,819.21,812.05,819.21,811.93,1.29B,1.59%
24/05/2016,806.35,810.6,813.55,806.35,1.31B,-0.69%
23/05/2016,811.96,805.85,812.13,805.85,859.45M,0.85%
20/05/2016,805.15,800.64,807.77,799.21,1.22B,0.40%
19/05/2016,801.93,809.6,810.66,800.06,1.40B,-0.97%
18/05/2016,809.82,806.69,811.68,805.21,1.19B,0.17%
17/05/2016,808.48,810.51,811.61,805.84,1.09B,-0.08%
16/05/2016,809.12,813.02,813.75,807.03,1.16B,-0.97%
13/05/2016,817.02,825.09,825.64,812.9,1.07B,-1.04%
12/05/2016,825.61,825.67,831.2,824.58,982.56M,-0.13%
11/05/2016,826.72,823.89,830.16,820.18,1.15B,0.89%
10/05/2016,819.45,815.26,819.56,811.58,1.38B,0.52%
09/05/2016,815.2,827.51,828.85,815.2,1.47B,-1.90%
04/05/2016,830.98,826.3,830.98,818.08,1.26B,0.46%
03/05/2016,827.19,829.25,831.9,825.83,1.05B,0.07%
02/05/2016,826.62,830.14,831.59,818.88,953.63M,-0.71%
29/04/2016,832.51,832.18,832.85,827.74,1.31B,-0.23%
28/04/2016,834.41,839.31,842.2,830.91,1.31B,-0.11%
27/04/2016,835.29,829.25,835.29,827.32,1.02B,0.54%
26/04/2016,830.83,842.52,842.58,826.7,1.44B,-1.75%
25/04/2016,845.65,854.26,854.26,842.08,1.21B,-0.85%
22/04/2016,852.87,849.51,853.72,845.39,1.06B,0.27%
21/04/2016,850.58,847.75,852.06,847.46,1.36B,0.58%
20/04/2016,845.7,846.24,847.87,841.18,1.55B,-0.23%
19/04/2016,847.64,847.36,849.41,844.41,1.78B,0.32%
18/04/2016,844.91,831.9,844.91,829.52,1.37B,1.23%
15/04/2016,834.61,836.5,836.89,827.1,1.18B,0.37%
14/04/2016,831.56,844.2,844.4,831.56,1.28B,-0.94%
13/04/2016,839.46,840.28,842.35,834.36,1.49B,0.42%
12/04/2016,835.99,826.67,835.99,823.8,1.14B,1.17%
11/04/2016,826.32,836.42,838.86,822.08,1.20B,-1.59%
08/04/2016,839.71,838.73,843.74,836.16,1.84B,-0.69%
07/04/2016,845.53,850.06,852.06,843.54,1.74B,-0.05%
06/04/2016,845.97,846.71,849.41,845.97,959.87M,0.06%
05/04/2016,845.48,842.63,851.35,841.42,1.21B,0.30%
04/04/2016,842.96,839.55,845.63,839.45,1.40B,0.32%
01/04/2016,840.3,839.86,840.3,834.77,1.06B,-0.01%
31/03/2016,840.35,838.07,841.23,833.87,1.52B,0.58%
30/03/2016,835.49,833.22,839.72,830.75,1.79B,0.74%
29/03/2016,829.32,826.04,829.95,824.41,1.14B,0.22%
28/03/2016,827.54,834.15,835.57,824.89,1.12B,-1.31%
24/03/2016,838.56,839.46,843.14,836.42,1.25B,-0.62%
23/03/2016,843.79,844.16,844.21,838.16,1.23B,-0.22%
22/03/2016,845.63,849.07,851.59,841.11,1.13B,-0.82%
21/03/2016,852.59,848.54,856.87,848.5,1.24B,0.06%
18/03/2016,852.1,854.69,857.69,846.77,2.10B,-0.18%
17/03/2016,853.65,854.43,856.87,849.65,1.59B,0.54%
16/03/2016,849.07,846.12,849.07,843.14,1.63B,0.31%
15/03/2016,846.41,852.96,853.66,844.1,1.55B,-0.67%
14/03/2016,852.14,844.84,852.17,842.48,1.62B,1.61%
11/03/2016,838.61,832.1,838.61,830.14,1.41B,0.52%
10/03/2016,834.31,833.79,834.94,826.38,1.42B,-0.51%
08/03/2016,838.56,842.46,844.94,830.28,1.50B,-0.48%
07/03/2016,842.59,850.91,852.43,840.66,1.47B,-0.71%
04/03/2016,848.61,849.68,852.75,837.71,1.24B,-0.11%
03/03/2016,849.57,851.48,854.67,841.99,1.34B,0.14%
02/03/2016,848.35,844.26,850,843.07,1.65B,1.34%
01/03/2016,837.14,832.1,838.23,831.57,1.37B,0.29%
29/02/2016,834.74,829.44,837.89,825.32,1.18B,0.79%
26/02/2016,828.18,820.53,829.04,818.21,1.12B,2.08%
25/02/2016,811.29,816.98,817.57,809.18,1.04B,0.04%
24/02/2016,811,807.87,814.91,804.3,994.85M,0.08%
23/02/2016,810.39,824.18,825.46,805.14,1.28B,-1.48%
22/02/2016,822.56,821.34,825.58,817.48,995.90M,0.26%
19/02/2016,820.39,830.28,834.38,817.28,1.73B,-2.19%
18/02/2016,838.79,840.09,844.13,834.45,1.84B,0.39%
17/02/2016,835.52,829.5,837.53,829.26,1.74B,0.53%
16/02/2016,831.12,832.35,837.22,827.28,1.24B,0.01%
15/02/2016,831.06,834.06,836.08,829.06,1.21B,0.69%
12/02/2016,825.34,834.55,837.68,824.74,1.23B,-1.63%
11/02/2016,839.02,827.54,841.44,827.54,1.76B,1.13%
10/02/2016,829.63,833.29,840.67,828.63,1.27B,-1.03%
09/02/2016,838.24,837.74,839.99,829.45,1.32B,-0.68%
05/02/2016,843.95,815.91,843.95,815.76,2.16B,3.71%
04/02/2016,813.75,799.5,814.3,799.23,1.75B,2.13%
03/02/2016,796.81,785,796.81,783.54,1.07B,0.42%
02/02/2016,793.45,796.7,800.27,792.88,1.51B,-1.19%
01/02/2016,803.03,801.22,803.03,788.58,1.43B,0.38%
29/01/2016,799.99,797.6,801.11,789.82,1.50B,0.63%
28/01/2016,795.02,793.72,795.02,789.41,959.66M,0.13%
27/01/2016,793.98,787.39,793.98,785,1.08B,1.41%
26/01/2016,782.92,781.5,784.79,779.73,1.05B,-0.40%
25/01/2016,786.07,786.94,790.31,782.49,1.30B,0.87%
22/01/2016,779.31,777.07,779.31,770.36,1.24B,1.49%
21/01/2016,767.9,774.74,777.66,765,1.24B,-0.16%
20/01/2016,769.13,778.29,781.47,769.13,1.12B,-1.70%
19/01/2016,782.43,777.73,783.46,774.51,918.50M,0.80%
18/01/2016,776.22,774.95,780.44,773.89,817.07M,-1.02%
15/01/2016,784.22,788.06,792.55,784.22,827.31M,-0.28%
