Date,Price,Open,High,Low
12/03/2020,769.64,790.92,798.78,769.64
11/03/2020,819.77,835.32,841.95,811.03
10/03/2020,832.47,816.92,848.16,816.91
09/03/2020,813.75,852.78,855.56,813.75
06/03/2020,887.03,902.66,903.6,887.03
05/03/2020,919.68,931.97,935.48,912.6
04/03/2020,922.51,893.69,923.96,892.14
03/03/2020,891.94,876.27,900.19,874.63
02/03/2020,859.33,880.22,888.22,859.33
28/02/2020,879.53,866.12,880.33,846.02
27/02/2020,892.76,920.12,920.66,889.66
26/02/2020,922.66,933.65,935.03,922.66
25/02/2020,941.68,935.16,947.18,932.76
24/02/2020,941.51,948.12,953.91,939.09
21/02/2020,957.37,968.17,968.99,955.86
20/02/2020,968.54,967.99,971.65,965.04
19/02/2020,964.39,960,964.66,959.93
