Date,Price,Open,High,Low,Volume
30/09/2014,873.08,868.29,876.25,865.91,947870000
29/09/2014,874.85,868.08,874.85,859.95,841420000
27/09/2014,870.52,870.52,870.52,870.52,
26/09/2014,870.52,869.78,871.29,864.84,1170000000
25/09/2014,884.41,885.61,887.13,879.50,845890000
24/09/2014,878.71,884.17,887.01,878.71,531340000
23/09/2014,883.67,886.54,887.08,883.59,688230000
22/09/2014,891.01,888.58,891.70,887.02,592260000
19/09/2014,890.65,888.84,895.99,887.03,1250000000
18/09/2014,886.76,880.72,887.52,880.13,922560000
17/09/2014,878.66,874.52,881.10,874.27,1200000000
16/09/2014,867.34,872.05,873.05,866.96,684850000
15/09/2014,870.33,863.74,871.46,863.70,748700000
13/09/2014,870.12,870.12,870.12,870.12,
12/09/2014,870.12,869.55,874.24,867.73,828200000
11/09/2014,869.03,874.46,879.71,869.03,863010000
10/09/2014,873.43,881.94,881.94,871.36,1070000000
09/09/2014,883.66,893.37,894.19,882.60,870960000
08/09/2014,892.72,892.57,895.92,891.48,986230000
05/09/2014,886.58,884.04,888.56,882.47,817520000
04/09/2014,885.29,890.02,891.62,883.82,973490000
03/09/2014,889.73,886.66,890.32,886.66,937570000
02/09/2014,885.53,880.53,886.02,880.53,806600000
01/09/2014,880.10,874.98,880.49,874.45,540440000
31/08/2014,869.20,869.20,869.20,869.20,
29/08/2014,869.20,880.88,883.96,869.20,942700000
28/08/2014,883.19,880.94,885.75,880.31,1150000000
27/08/2014,880.70,875.84,881.49,875.84,996780000
26/08/2014,876.24,885.40,886.04,875.47,1170000000
25/08/2014,883.82,885.72,886.90,882.00,788590000
22/08/2014,886.83,892.09,893.37,884.46,940290000
21/08/2014,889.66,886.50,890.08,879.44,1070000000
20/08/2014,886.50,881.32,886.50,881.14,1090000000
19/08/2014,880.71,885.09,886.19,880.29,920290000
18/08/2014,881.38,881.26,883.54,879.60,735450000
15/08/2014,879.90,882.57,883.39,879.15,652380000
14/08/2014,882.56,886.87,887.50,877.44,1020000000
13/08/2014,886.32,879.62,886.32,878.47,885980000
12/08/2014,878.42,879.41,881.83,877.75,1200000000
11/08/2014,875.43,871.18,875.43,869.27,937080000
10/08/2014,861.91,861.91,861.91,861.91,
08/08/2014,861.90,865.25,867.11,861.56,778730000
07/08/2014,864.99,862.33,866.45,860.21,1130000000
06/08/2014,863.86,868.63,869.74,863.09,1120000000
05/08/2014,875.47,879.04,879.47,872.73,1340000000
04/08/2014,878.08,865.14,878.08,860.11,1530000000
02/08/2014,868.30,868.30,868.30,868.30,
27/07/2014,868.30,868.30,868.30,868.30,
25/07/2014,868.30,874.25,875.19,862.78,1390000000
24/07/2014,872.70,877.73,879.60,868.55,1080000000
23/07/2014,873.34,879.36,883.15,871.77,1490000000
22/07/2014,873.78,885.20,887.91,859.04,2220000000
21/07/2014,881.32,879.47,882.95,878.37,1790000000
20/07/2014,874.12,874.12,874.12,874.12,
18/07/2014,874.12,864.09,878.02,862.77,1150000000
17/07/2014,869.94,880.84,882.86,862.28,1690000000
16/07/2014,877.03,871.89,883.26,871.89,2100000000
15/07/2014,870.46,863.32,870.46,862.78,1450000000
14/07/2014,860.20,863.51,864.69,854.14,1170000000
12/07/2014,861.22,861.22,861.22,861.22,
11/07/2014,861.22,869.15,870.48,855.06,1300000000
10/07/2014,875.66,881.63,893.17,870.66,3670000000
09/07/2014,859.41,859.41,859.41,859.41,
08/07/2014,859.41,854.18,864.34,854.05,2650000000
07/07/2014,849.09,833.45,849.09,832.64,2540000000
04/07/2014,829.28,824.68,832.33,824.68,1460000000
03/07/2014,825.80,830.47,830.65,825.76,1150000000
02/07/2014,831.13,825.53,831.13,824.09,864200000
01/07/2014,824.74,822.42,824.74,820.05,1110000000
30/06/2014,822.67,816.82,824.26,816.11,1440000000
27/06/2014,816.28,820.70,822.18,813.99,1440000000
26/06/2014,822.84,817.42,822.84,816.81,1440000000
25/06/2014,815.34,819.35,821.81,815.34,1150000000
24/06/2014,819.96,819.24,822.13,818.70,1090000000
23/06/2014,817.86,820.87,822.92,817.49,1180000000
20/06/2014,818.20,823.32,825.31,818.20,954940000
19/06/2014,820.53,826.97,827.81,819.44,922180000
18/06/2014,824.86,828.60,828.63,823.51,737230000
17/06/2014,829.37,824.16,829.37,821.49,967650000
16/06/2014,823.06,831.98,833.10,822.68,934740000
13/06/2014,832.66,832.69,834.19,830.65,694360000
12/06/2014,834.53,839.78,840.32,831.09,1110000000
11/06/2014,842.08,837.12,842.08,835.64,1100000000
10/06/2014,838.00,825.82,838.00,825.82,913070000
09/06/2014,823.58,835.90,836.69,821.48,1210000000
06/06/2014,833.65,831.62,836.99,831.58,839710000
05/06/2014,832.68,832.05,833.20,827.85,699990000
04/06/2014,832.09,832.95,836.10,830.11,800110000
03/06/2014,835.30,831.15,835.30,824.15,1010000000
02/06/2014,829.08,826.39,829.08,821.61,915700000
30/05/2014,824.55,851.57,851.95,824.55,1730000000
28/05/2014,848.67,844.58,849.92,844.07,804110000
26/05/2014,845.72,850.72,850.75,844.78,525230000
25/05/2014,847.69,847.69,847.69,847.69,
23/05/2014,847.69,848.41,849.13,844.29,737410000
22/05/2014,847.45,840.76,848.33,838.13,1120000000
21/05/2014,835.28,829.64,836.18,826.72,989890000
20/05/2014,832.36,855.98,855.98,825.52,1670000000
19/05/2014,857.37,864.45,872.26,848.75,1850000000
16/05/2014,858.86,846.40,858.86,845.50,1450000000
14/05/2014,848.57,835.96,848.57,835.42,1530000000
13/05/2014,831.57,836.82,837.54,828.11,1060000000
12/05/2014,831.44,829.67,834.38,828.75,1350000000
09/05/2014,827.17,822.77,827.17,820.79,1290000000
08/05/2014,821.57,824.44,825.62,817.72,941830000
07/05/2014,820.09,815.04,820.37,814.08,920530000
06/05/2014,815.34,817.93,819.76,814.60,515880000
05/05/2014,817.15,816.78,820.12,815.96,559860000
02/05/2014,815.79,816.32,820.15,815.43,942040000
30/04/2014,814.96,815.88,817.82,812.59,1200000000
29/04/2014,812.09,811.59,813.99,808.58,803320000
28/04/2014,813.73,829.00,830.30,813.73,1060000000
25/04/2014,829.48,830.20,834.47,829.48,1230000000
24/04/2014,829.60,828.96,834.03,827.12,1180000000
23/04/2014,829.34,828.92,834.07,828.24,1170000000
22/04/2014,830.33,828.72,830.33,822.32,1030000000
21/04/2014,829.35,833.62,833.74,828.29,542920000
17/04/2014,829.60,829.72,831.03,825.18,896970000
16/04/2014,823.42,826.54,828.38,823.42,1040000000
15/04/2014,823.09,824.94,828.88,821.23,1420000000
14/04/2014,823.01,812.94,824.15,812.94,1580000000
11/04/2014,813.97,795.06,813.97,792.70,1770000000
10/04/2014,803.23,811.97,812.51,797.98,3550000000
09/04/2014,835.90,834.97,836.72,832.56,
08/04/2014,835.90,834.97,836.72,832.56,1680000000
07/04/2014,834.57,819.54,836.26,818.91,1620000000
04/04/2014,820.08,829.55,830.48,816.35,1130000000
03/04/2014,828.77,825.87,829.83,824.70,1180000000
02/04/2014,824.02,825.31,829.44,820.50,1510000000
01/04/2014,824.17,806.74,824.17,806.15,1860000000
28/03/2014,799.51,795.06,801.62,794.73,1140000000
27/03/2014,791.28,791.35,800.49,790.49,1120000000
26/03/2014,793.09,789.37,797.46,789.27,924020000
25/03/2014,788.03,788.46,789.95,785.88,867730000
24/03/2014,792.13,792.12,794.64,787.28,942970000
21/03/2014,789.03,791.67,797.09,780.97,1530000000
20/03/2014,788.68,811.77,811.86,787.87,1720000000
19/03/2014,815.33,815.52,819.46,814.05,1270000000
18/03/2014,812.44,829.05,831.29,811.56,1930000000
17/03/2014,828.44,832.93,833.93,820.91,2900000000
14/03/2014,830.67,786.02,830.67,783.53,2320000000
13/03/2014,794.41,787.64,794.41,786.72,1510000000
12/03/2014,784.91,782.87,787.96,780.14,2080000000
11/03/2014,788.96,783.97,789.17,783.69,2090000000
10/03/2014,784.97,781.33,787.29,779.32,1490000000
09/03/2014,786.69,786.69,786.69,786.69,
07/03/2014,786.69,791.80,792.63,786.12,1860000000
06/03/2014,788.54,785.32,788.54,782.37,1860000000
05/03/2014,783.09,777.63,783.38,776.76,1340000000
04/03/2014,772.49,769.02,773.11,766.40,1270000000
03/03/2014,769.77,768.76,770.62,766.61,958140000
28/02/2014,776.69,768.48,776.69,767.10,1270000000
27/02/2014,765.24,759.12,767.36,757.81,1080000000
26/02/2014,758.81,764.37,766.49,756.68,1320000000
25/02/2014,768.21,780.89,783.62,766.49,1110000000
24/02/2014,779.70,786.61,788.71,779.47,1040000000
21/02/2014,784.90,780.73,786.01,780.07,1530000000
20/02/2014,776.41,771.19,776.41,770.75,1230000000
19/02/2014,773.54,767.32,773.54,767.26,1220000000
18/02/2014,766.46,767.65,769.46,764.56,1340000000
17/02/2014,766.72,761.86,768.22,761.86,1980000000
14/02/2014,757.59,758.04,758.73,755.81,1170000000
13/02/2014,754.68,755.59,756.88,753.90,978140000
12/02/2014,756.28,757.17,759.28,753.31,1500000000
11/02/2014,752.14,748.68,753.90,748.24,1450000000
10/02/2014,747.83,755.92,758.73,747.83,1580000000
07/02/2014,751.05,747.23,753.08,746.93,1670000000
06/02/2014,742.82,734.58,742.82,734.23,1370000000
05/02/2014,734.00,733.31,735.36,729.30,1070000000
04/02/2014,726.63,720.95,731.17,719.63,819490000
03/02/2014,734.16,738.71,739.74,731.31,738700000
30/01/2014,741.75,729.91,741.75,727.02,1030000000
29/01/2014,742.46,730.93,746.99,730.93,1150000000
28/01/2014,727.25,719.52,730.38,715.51,974260000
27/01/2014,722.40,726.52,727.20,713.08,1040000000
24/01/2014,747.04,756.34,756.66,747.04,928380000
23/01/2014,760.63,762.01,765.02,758.64,1290000000
22/01/2014,757.37,749.46,757.37,747.43,1340000000
21/01/2014,751.33,751.24,753.09,748.95,1220000000
20/01/2014,748.46,744.26,750.12,743.79,885640000
17/01/2014,745.34,745.32,749.83,740.85,1030000000
16/01/2014,746.38,756.06,756.55,746.22,1370000000
15/01/2014,752.46,744.73,757.92,743.62,2150000000
13/01/2014,741.74,721.53,742.68,720.99,2250000000
10/01/2014,711.43,697.48,715.80,696.19,1080000000
09/01/2014,698.65,698.82,702.75,696.28,961880000
08/01/2014,698.98,696.47,700.56,690.61,895610000
07/01/2014,694.47,700.46,701.79,694.47,810720000
06/01/2014,699.56,709.84,710.76,695.75,651470000
03/01/2014,709.35,715.91,716.54,706.62,728390000
02/01/2014,723.52,716.37,723.62,714.86,630810000
01/01/2014,711.13,708.54,711.82,705.12,
30/12/2013,711.13,708.54,711.82,705.12,678190000
27/12/2013,701.48,702.97,708.61,701.48,542270000
24/12/2013,701.20,698.83,702.25,694.40,428840000
23/12/2013,697.07,699.80,700.94,689.59,604130000
20/12/2013,698.22,704.62,705.04,694.83,872560000
19/12/2013,705.44,705.19,710.65,700.21,934600000
18/12/2013,697.01,695.96,700.57,691.43,1010000000
17/12/2013,693.65,686.61,697.25,686.48,1280000000
16/12/2013,680.98,687.13,687.80,678.10,1190000000
13/12/2013,691.51,700.61,700.90,689.99,869520000
12/12/2013,700.24,705.61,708.70,700.24,988330000
11/12/2013,714.03,713.33,715.51,705.93,1010000000
10/12/2013,713.77,702.41,714.85,700.97,1280000000
09/12/2013,699.82,698.55,703.69,693.76,1010000000
06/12/2013,691.02,695.20,695.62,687.33,1080000000
05/12/2013,698.95,702.93,704.04,692.10,1010000000
04/12/2013,703.78,708.27,710.33,703.78,982170000
03/12/2013,714.08,718.82,719.23,708.70,915240000
02/12/2013,719.75,708.12,721.83,707.15,1450000000
29/11/2013,704.88,698.89,706.34,698.20,819400000
28/11/2013,702.38,707.74,709.81,695.99,866560000
27/11/2013,704.50,706.36,709.13,698.56,1100000000
26/11/2013,700.21,722.25,723.00,700.21,2390000000
25/11/2013,723.60,723.80,727.33,720.34,762320000
22/11/2013,720.89,728.74,729.99,718.20,821320000
21/11/2013,722.01,721.22,724.02,716.25,806860000
20/11/2013,727.09,740.58,740.58,722.94,998780000
19/11/2013,738.01,736.12,740.30,730.88,1040000000
18/11/2013,736.72,728.66,737.12,728.45,918540000
15/11/2013,722.07,734.40,738.19,719.55,910420000
14/11/2013,728.90,720.42,732.88,720.42,1280000000
13/11/2013,714.80,725.50,725.50,712.28,1210000000
12/11/2013,731.15,745.08,746.25,729.34,1200000000
11/11/2013,743.15,748.86,750.94,740.67,1180000000
08/11/2013,749.58,745.74,752.83,742.04,1310000000
07/11/2013,752.25,745.34,754.48,744.11,1300000000
06/11/2013,744.15,739.65,744.15,736.19,1070000000
04/11/2013,738.24,737.74,742.45,733.35,855940000
01/11/2013,739.28,745.39,757.19,739.28,1390000000
31/10/2013,754.81,758.59,762.42,750.16,1320000000
30/10/2013,769.08,766.33,769.33,761.07,1280000000
29/10/2013,766.09,770.41,773.07,762.06,1090000000
28/10/2013,772.82,775.13,778.00,769.23,1360000000
25/10/2013,771.77,770.71,776.81,767.98,1340000000
24/10/2013,774.66,761.84,774.80,760.88,1580000000
23/10/2013,764.12,762.87,779.95,762.87,1490000000
22/10/2013,758.43,766.87,769.06,755.51,905720000
21/10/2013,773.75,770.52,775.36,767.95,1180000000
18/10/2013,767.71,761.98,767.71,756.95,1130000000
17/10/2013,761.92,765.67,769.97,757.25,1040000000
16/10/2013,757.28,765.33,766.34,754.65,837260000
11/10/2013,763.31,764.70,767.56,758.10,1170000000
10/10/2013,755.20,754.79,758.59,752.47,1210000000
09/10/2013,748.71,740.22,751.86,737.51,1180000000
08/10/2013,743.25,727.32,745.71,727.26,1130000000
07/10/2013,731.39,733.72,737.01,727.91,791600000
04/10/2013,732.91,735.97,737.13,728.62,689080000
03/10/2013,738.49,735.23,740.29,734.34,641170000
02/10/2013,732.95,728.87,740.00,728.64,914020000
01/10/2013,722.20,712.59,730.04,712.59,961350000
30/09/2013,712.90,729.22,734.72,712.90,1170000000
27/09/2013,738.97,743.38,746.29,737.82,796510000
26/09/2013,735.50,736.06,751.31,734.22,1270000000
25/09/2013,737.04,731.30,744.86,725.12,1160000000
24/09/2013,749.20,766.34,772.41,745.54,1330000000
23/09/2013,769.99,759.39,769.99,757.91,977320000
20/09/2013,773.93,789.91,793.10,773.93,1420000000
19/09/2013,793.79,781.11,827.54,781.11,3480000000
18/09/2013,752.20,761.63,762.33,749.10,1240000000
17/09/2013,765.62,765.76,769.57,756.88,1640000000
16/09/2013,766.77,743.82,766.77,743.77,1740000000
13/09/2013,736.71,730.04,737.90,725.67,1080000000
12/09/2013,734.58,731.57,739.15,726.69,1340000000
11/09/2013,736.19,743.88,749.08,721.51,1580000000
10/09/2013,739.06,709.73,739.06,709.73,2910000000
09/09/2013,700.85,684.60,700.85,681.62,1520000000
06/09/2013,676.06,671.51,676.06,662.72,1120000000
05/09/2013,669.58,678.87,684.53,662.56,1390000000
04/09/2013,673.61,686.24,686.73,672.19,1280000000
03/09/2013,691.39,681.72,693.38,681.38,1210000000
02/09/2013,678.82,701.48,703.33,672.45,1150000000
30/08/2013,701.07,678.91,701.07,677.27,1620000000
29/08/2013,680.01,668.80,680.57,664.22,1890000000
28/08/2013,664.98,635.25,668.42,625.48,2080000000
27/08/2013,651.87,672.47,672.66,650.52,1300000000
26/08/2013,677.89,691.02,694.46,677.89,941560000
23/08/2013,689.26,695.78,704.10,685.69,1260000000
22/08/2013,689.50,683.18,692.57,676.75,1640000000
21/08/2013,696.15,689.52,707.54,682.34,1130000000
20/08/2013,687.17,694.37,697.63,663.42,2150000000
19/08/2013,708.09,750.12,750.50,708.09,1390000000
16/08/2013,758.86,771.70,772.26,758.86,1080000000
15/08/2013,781.33,782.02,783.16,778.07,808900000
14/08/2013,786.29,778.06,786.29,774.40,1100000000
13/08/2013,776.47,763.80,776.47,763.80,1190000000
12/08/2013,763.95,772.04,772.62,759.75,945280000
02/08/2013,774.94,779.47,781.88,771.07,747180000
01/08/2013,774.15,774.09,776.07,767.20,855550000
31/07/2013,771.90,776.62,778.72,763.48,1020000000
30/07/2013,772.25,767.56,776.75,766.05,731520000
29/07/2013,762.29,774.66,774.67,761.91,817070000
26/07/2013,777.15,780.50,784.99,774.44,735140000
25/07/2013,779.08,789.91,790.53,778.64,897200000
24/07/2013,789.35,797.18,801.24,779.81,992270000
23/07/2013,798.91,783.25,798.91,782.92,1260000000
22/07/2013,778.71,793.67,794.09,778.71,748830000
19/07/2013,791.91,789.43,795.49,787.37,1010000000
18/07/2013,792.13,783.00,792.13,782.39,1320000000
17/07/2013,784.72,780.60,784.98,775.99,1790000000
16/07/2013,778.54,776.99,782.94,773.56,1280000000
15/07/2013,777.90,779.37,779.50,765.14,1080000000
12/07/2013,777.66,774.07,786.52,768.82,1390000000
11/07/2013,771.45,751.52,775.41,751.52,1810000000
10/07/2013,745.00,730.86,748.63,730.52,1310000000
09/07/2013,728.21,738.68,743.80,728.21,1050000000
08/07/2013,731.23,758.13,758.46,731.23,1020000000
05/07/2013,764.28,769.03,772.70,760.51,772080000
04/07/2013,758.33,760.48,770.05,758.26,871770000
03/07/2013,755.31,780.30,781.27,755.31,1040000000
02/07/2013,784.12,801.99,802.47,782.89,817760000
01/07/2013,794.70,788.24,803.90,786.05,774500000
28/06/2013,804.00,785.26,804.00,785.04,1710000000
27/06/2013,773.39,769.75,785.00,769.75,1410000000
26/06/2013,755.46,734.74,763.93,730.45,1530000000
25/06/2013,719.58,732.80,738.67,716.08,1340000000
24/06/2013,724.25,738.50,748.07,724.25,1180000000
21/06/2013,736.26,740.45,749.38,731.57,1980000000
20/06/2013,760.60,779.83,779.83,759.46,1450000000
19/06/2013,795.89,805.77,811.60,795.28,1210000000
18/06/2013,803.88,797.86,810.27,797.84,1590000000
17/06/2013,792.71,789.03,799.89,788.06,1190000000
14/06/2013,790.34,769.62,794.41,769.62,1630000000
13/06/2013,759.50,762.40,773.66,750.84,1700000000
12/06/2013,777.53,749.32,777.54,738.19,2410000000
11/06/2013,757.28,785.19,786.93,750.39,1950000000
10/06/2013,785.91,808.68,811.53,781.44,1570000000
07/06/2013,801.34,826.83,827.65,801.34,1560000000
05/06/2013,831.09,831.97,831.99,822.64,1230000000
04/06/2013,836.73,823.87,836.73,821.27,1670000000
03/06/2013,823.71,835.67,836.79,821.99,2320000000
31/05/2013,839.47,859.17,861.11,839.47,3590000000
30/05/2013,857.76,870.65,870.65,854.88,1720000000
29/05/2013,876.19,874.88,882.17,866.28,2080000000
28/05/2013,871.57,849.62,874.45,849.62,2750000000
27/05/2013,852.86,867.15,868.32,851.78,1490000000
24/05/2013,869.64,867.46,874.05,866.44,1390000000
23/05/2013,864.87,879.00,880.03,859.25,2610000000
22/05/2013,880.18,878.92,886.70,877.00,2310000000
21/05/2013,878.99,886.80,892.48,873.22,2560000000
20/05/2013,884.13,874.86,890.91,874.86,2480000000
17/05/2013,870.03,855.78,874.73,855.14,1460000000
16/05/2013,856.07,857.31,861.86,855.53,1690000000
15/05/2013,856.89,857.80,861.05,854.83,1330000000
14/05/2013,856.87,849.79,856.87,847.93,1330000000
13/05/2013,851.08,860.46,860.53,846.07,1220000000
10/05/2013,861.47,859.78,864.61,856.32,1440000000
08/05/2013,859.37,853.96,861.67,853.22,2010000000
07/05/2013,853.84,845.86,854.22,844.39,1640000000
06/05/2013,845.94,835.62,847.66,835.62,1250000000
03/05/2013,833.61,846.72,848.46,829.45,1700000000
02/05/2013,847.29,856.75,860.44,846.62,1870000000
01/05/2013,860.04,853.64,861.02,851.65,2120000000
30/04/2013,857.12,848.65,857.12,844.45,1750000000
29/04/2013,848.43,843.89,848.43,842.62,1520000000
26/04/2013,841.93,847.22,848.77,841.93,1850000000
25/04/2013,847.82,848.38,850.93,840.93,2600000000
24/04/2013,850.66,847.71,850.66,844.93,1400000000
23/04/2013,842.98,847.51,847.75,841.74,1440000000
22/04/2013,847.37,848.37,852.85,842.19,1440000000
19/04/2013,846.95,847.55,852.03,844.11,2020000000
18/04/2013,849.55,843.74,849.79,842.57,1940000000
17/04/2013,847.89,841.26,849.41,840.49,1520000000
16/04/2013,838.42,822.28,838.42,818.98,1470000000
15/04/2013,825.60,830.30,831.04,823.94,994150000
12/04/2013,834.12,832.57,836.64,831.27,1450000000
11/04/2013,832.17,825.30,832.17,823.94,1310000000
10/04/2013,822.87,829.60,829.75,819.93,1400000000
09/04/2013,827.23,828.57,832.42,823.15,1440000000
08/04/2013,825.46,830.24,832.47,819.79,1610000000
05/04/2013,830.66,832.53,835.83,827.13,1950000000
04/04/2013,830.13,840.75,841.05,830.13,2220000000
03/04/2013,843.49,840.81,843.49,834.48,3800000000
02/04/2013,837.02,835.35,839.29,834.08,4050000000
01/04/2013,833.52,833.40,838.08,831.67,2040000000
28/03/2013,836.87,832.71,836.87,828.49,1500000000
27/03/2013,834.41,821.84,834.41,821.69,2150000000
26/03/2013,818.84,810.86,823.52,809.52,1760000000
25/03/2013,810.03,806.77,812.24,804.61,1590000000
22/03/2013,798.86,815.26,817.89,798.86,2290000000
21/03/2013,816.13,824.09,827.76,812.57,2010000000
20/03/2013,823.53,825.45,826.68,818.61,2200000000
19/03/2013,822.28,823.42,827.75,822.27,1930000000
18/03/2013,820.22,819.96,823.20,815.62,1650000000
15/03/2013,821.75,820.90,830.84,820.90,2560000000
14/03/2013,816.59,826.46,826.47,813.28,2080000000
13/03/2013,827.75,830.82,834.53,823.32,1980000000
11/03/2013,831.71,837.66,839.23,829.98,1390000000
08/03/2013,837.28,833.75,843.94,833.50,1980000000
07/03/2013,832.32,829.04,833.06,826.29,2250000000
06/03/2013,829.40,819.48,831.71,819.07,3400000000
05/03/2013,814.92,819.04,821.63,814.18,2270000000
04/03/2013,818.15,828.14,831.37,813.78,1950000000
01/03/2013,827.97,825.42,829.78,821.06,2320000000
28/02/2013,824.74,814.28,824.90,811.45,2210000000
27/02/2013,808.53,801.67,810.05,800.96,2550000000
26/02/2013,798.76,802.80,802.88,793.98,1810000000
25/02/2013,805.65,796.92,805.65,794.78,2570000000
22/02/2013,794.29,790.02,794.29,788.87,3030000000
21/02/2013,790.71,787.57,794.92,787.08,2620000000
20/02/2013,791.00,789.27,791.07,785.99,3530000000
19/02/2013,786.67,788.82,790.29,782.69,6530000000
18/02/2013,789.21,790.16,793.15,787.84,2050000000
15/02/2013,789.82,786.29,791.88,785.87,2760000000
14/02/2013,786.30,786.86,788.93,783.78,3640000000
13/02/2013,784.91,781.68,788.19,780.65,1760000000
12/02/2013,780.53,771.89,781.20,771.25,1110000000
11/02/2013,771.33,772.21,773.60,769.81,772470000
08/02/2013,768.85,773.78,776.04,768.26,1010000000
07/02/2013,770.39,770.38,773.11,768.37,962870000
06/02/2013,769.85,770.48,772.06,767.02,1440000000
05/02/2013,766.85,763.84,768.74,762.15,1370000000
04/02/2013,768.21,770.27,773.74,763.59,1160000000
01/02/2013,766.18,762.48,775.06,762.03,1450000000
31/01/2013,761.26,760.39,762.50,756.12,1490000000
30/01/2013,761.14,759.17,761.80,756.38,1410000000
29/01/2013,757.65,758.42,760.01,755.46,1410000000
28/01/2013,754.70,758.42,759.39,747.91,909870000
25/01/2013,758.47,757.18,759.64,752.91,1760000000
23/01/2013,755.22,757.49,760.75,748.84,1140000000
22/01/2013,755.26,756.68,759.53,751.32,1220000000
21/01/2013,760.00,766.40,768.04,758.04,1120000000
18/01/2013,766.92,754.58,766.92,753.35,1570000000
17/01/2013,752.30,756.00,758.65,750.75,926570000
16/01/2013,756.99,753.40,756.99,751.16,2120000000
15/01/2013,754.49,750.96,754.49,747.45,1280000000
14/01/2013,749.45,736.04,749.45,733.81,2470000000
11/01/2013,731.88,735.92,740.65,731.88,1610000000
10/01/2013,733.91,746.10,747.34,730.72,1500000000
09/01/2013,744.61,753.96,755.21,742.14,2070000000
08/01/2013,752.22,751.27,755.51,748.85,2360000000
07/01/2013,750.66,753.29,758.40,750.31,1720000000
04/01/2013,753.88,755.10,756.12,750.18,1630000000
03/01/2013,753.13,745.34,755.06,745.34,2050000000
02/01/2013,742.79,736.55,746.23,735.20,1430000000
28/12/2012,735.04,734.38,738.68,731.56,1210000000
27/12/2012,730.01,729.83,732.30,727.75,837370000
26/12/2012,729.60,726.34,729.62,724.11,787600000
21/12/2012,725.92,725.88,731.66,723.11,1250000000
20/12/2012,726.36,729.62,729.78,719.64,1430000000
19/12/2012,731.75,737.01,737.45,727.10,1400000000
18/12/2012,735.75,738.64,740.38,729.60,1140000000
17/12/2012,737.56,735.01,738.94,732.27,1170000000
14/12/2012,735.88,738.75,738.91,730.35,958350000
13/12/2012,738.70,741.06,742.21,734.45,2400000000
12/12/2012,742.69,737.39,743.30,735.34,2070000000
11/12/2012,736.55,731.29,737.73,730.39,1420000000
10/12/2012,731.66,728.61,734.96,727.05,1310000000
07/12/2012,727.41,726.44,729.13,723.16,1400000000
06/12/2012,728.08,730.03,732.37,726.78,1560000000
05/12/2012,727.69,723.48,729.28,721.85,1610000000
04/12/2012,725.18,728.44,729.06,720.91,1250000000
03/12/2012,733.67,727.08,734.09,724.23,1350000000
30/11/2012,726.81,736.84,739.18,723.04,1830000000
29/11/2012,738.45,739.43,740.02,732.43,1220000000
28/11/2012,735.88,738.81,739.49,728.69,1620000000
27/11/2012,742.81,751.79,754.31,742.14,1970000000
26/11/2012,752.03,747.43,752.61,746.33,1480000000
23/11/2012,746.41,744.17,747.43,741.52,790730000
22/11/2012,744.44,737.55,745.48,737.55,1030000000
21/11/2012,739.83,740.27,740.70,735.47,1110000000
20/11/2012,739.79,743.53,747.06,734.95,1250000000
19/11/2012,739.65,745.95,746.54,736.00,1390000000
14/11/2012,748.28,746.32,751.39,742.29,1380000000
13/11/2012,744.64,743.55,746.67,742.79,1560000000
12/11/2012,743.05,745.81,748.21,741.71,902380000
09/11/2012,746.97,741.92,746.97,740.97,951000000
08/11/2012,746.63,741.46,746.63,738.70,1050000000
07/11/2012,751.01,744.33,751.08,743.42,1210000000
06/11/2012,742.65,741.57,743.48,738.63,1190000000
05/11/2012,740.89,745.35,746.20,737.76,1020000000
02/11/2012,748.16,748.67,749.93,745.21,1270000000
01/11/2012,747.69,746.39,748.01,740.73,2000000000
31/10/2012,751.12,752.60,753.87,745.38,2020000000
30/10/2012,754.24,747.48,755.09,747.06,2840000000
29/10/2012,747.54,747.10,749.95,744.38,1780000000
25/10/2012,749.60,749.43,751.72,747.11,2120000000
24/10/2012,748.88,746.01,751.40,744.59,1120000000
23/10/2012,748.46,752.75,754.51,745.21,1200000000
22/10/2012,752.30,745.51,752.58,744.24,1230000000
19/10/2012,750.30,756.31,756.67,748.71,1250000000
18/10/2012,755.63,754.29,757.23,751.93,1270000000
17/10/2012,751.66,752.63,755.09,748.18,1760000000
16/10/2012,750.08,748.41,750.33,744.05,1360000000
15/10/2012,746.60,745.32,747.34,742.18,1320000000
12/10/2012,745.98,744.24,748.42,743.59,2020000000
11/10/2012,741.80,739.22,741.80,737.13,1520000000
10/10/2012,742.09,737.37,742.18,734.32,1130000000
09/10/2012,741.72,740.18,743.88,738.09,1020000000
08/10/2012,739.03,745.06,748.71,732.96,1280000000
05/10/2012,744.84,739.58,748.08,739.49,1340000000
04/10/2012,736.37,731.77,737.35,730.18,981510000
03/10/2012,730.64,733.51,733.51,728.49,1400000000
02/10/2012,730.71,728.35,732.77,727.93,1590000000
01/10/2012,726.00,728.50,728.50,722.21,1100000000
28/09/2012,731.77,728.23,732.13,726.70,1290000000
27/09/2012,725.24,718.27,728.94,716.68,1660000000
26/09/2012,716.99,722.92,724.01,711.82,1360000000
25/09/2012,725.78,722.29,727.08,718.51,2070000000
24/09/2012,720.45,725.13,729.39,718.58,2450000000
21/09/2012,730.37,727.68,730.47,723.72,1930000000
20/09/2012,725.45,728.01,729.02,722.96,2710000000
19/09/2012,731.05,725.62,733.62,725.02,1960000000
18/09/2012,727.57,730.85,731.57,723.00,1420000000
