Date,Price,Open,High,Low,IHSG_Vol
26/04/2019,6401.08,6349.92,6401.08,6321.66,8740000000
25/04/2019,6372.79,6423.84,6431.59,6353.28,9880000000
24/04/2019,6447.88,6460.27,6472.53,6433.97,9890000000
23/04/2019,6462.82,6420.16,6482.82,6415.46,10920000000
22/04/2019,6414.74,6511.09,6516.24,6410.04,9790000000
18/04/2019,6507.22,6568.85,6636.33,6487.23,11640000000
16/04/2019,6481.54,6440.72,6485.12,6438.4,11740000000
15/04/2019,6435.15,6426.9,6442.03,6415.12,9210000000
12/04/2019,6405.87,6395.07,6422.27,6394.91,11930000000
11/04/2019,6410.17,6468.26,6472.73,6410.17,10150000000
10/04/2019,6478.33,6476.78,6487.76,6456.67,8840000000
09/04/2019,6484.35,6434.62,6484.39,6429.54,10320000000
08/04/2019,6425.73,6480.18,6484.15,6390.71,10480000000
05/04/2019,6474.02,6501.1,6506.8,6473.96,10400000000
04/04/2019,6494.63,6489.79,6505.8,6480.08,11590000000
02/04/2019,6476.07,6476.62,6490.07,6454.98,9770000000
01/04/2019,6452.61,6485.72,6492.91,6444.84,9320000000
29/03/2019,6468.75,6480.98,6485.96,6440.92,10290000000
28/03/2019,6480.79,6460.49,6480.79,6445.36,9210000000
27/03/2019,6444.74,6480.56,6485.43,6443.97,9040000000
26/03/2019,6470,6440.92,6478.05,6439.58,8590000000
25/03/2019,6411.25,6473.86,6474.65,6391.52,10570000000
22/03/2019,6525.27,6510.85,6525.27,6491.9,12950000000
21/03/2019,6501.78,6499.27,6515.97,6484.31,12100000000
20/03/2019,6482.71,6486.88,6498.43,6463.94,10630000000
19/03/2019,6480.28,6515.56,6522.21,6473.29,11400000000
18/03/2019,6509.45,6481.59,6509.45,6477.29,10500000000
15/03/2019,6461.18,6420.18,6489.19,6419.64,12290000000
14/03/2019,6413.27,6374.92,6413.27,6372.96,9670000000
13/03/2019,6377.58,6343.12,6377.58,6337.87,10000000000
12/03/2019,6353.77,6395.88,6404.43,6339.97,8450000000
11/03/2019,6366.43,6418.88,6420.78,6366.04,9730000000
08/03/2019,6383.07,6439.84,6442.2,6381.73,9260000000
06/03/2019,6457.96,6460.81,6473.01,6424.26,9110000000
05/03/2019,6441.28,6485.58,6485.64,6409.34,8200000000
04/03/2019,6488.42,6508.26,6537.23,6487.85,8920000000
01/03/2019,6499.88,6468.62,6505.1,6466.16,7830000000
28/02/2019,6443.35,6526.93,6526.93,6433.24,10020000000
27/02/2019,6525.68,6532.04,6539.29,6499.81,8940000000
26/02/2019,6540.95,6527.72,6540.95,6497.76,11200000000
25/02/2019,6525.36,6522.31,6538.49,6507.92,9570000000
22/02/2019,6501.38,6518.19,6530.22,6481.48,10160000000
21/02/2019,6537.77,6510.57,6539.07,6498.99,10200000000
20/02/2019,6512.78,6521.81,6552.15,6483.07,11060000000
19/02/2019,6494.67,6500.7,6534.01,6493.31,9840000000
18/02/2019,6497.81,6428.28,6501.03,6425.92,9780000000
15/02/2019,6389.08,6425.81,6433.69,6374.9,9820000000
14/02/2019,6420.02,6429.13,6446.34,6402.43,11720000000
13/02/2019,6419.12,6445.18,6456.57,6398.89,12260000000
12/02/2019,6426.33,6503.05,6513.1,6392.24,11820000000
11/02/2019,6495,6523.7,6535.18,6494.13,9500000000
08/02/2019,6521.66,6513.74,6526.87,6498.96,9660000000
07/02/2019,6536.46,6556.12,6563.98,6517.23,11510000000
06/02/2019,6547.88,6503.58,6552.22,6503.58,10680000000
04/02/2019,6481.45,6540.77,6555.99,6479.05,8900000000
01/02/2019,6538.64,6552.06,6581.73,6516.44,8890000000
31/01/2019,6532.97,6491.39,6544.48,6491.39,10430000000
30/01/2019,6464.19,6445.41,6464.93,6435.42,7870000000
29/01/2019,6436.48,6454.47,6485.25,6428.47,7310000000
28/01/2019,6458.71,6488.9,6501.09,6433.82,9550000000
25/01/2019,6482.84,6474.16,6498.33,6470.12,9200000000
24/01/2019,6466.65,6451.26,6478.88,6446.58,12040000000
23/01/2019,6451.17,6452.91,6484.2,6449.92,10950000000
22/01/2019,6468.56,6452.6,6468.56,6416.59,10080000000
21/01/2019,6450.83,6448.54,6472.15,6438.9,10180000000
18/01/2019,6448.16,6444.21,6452.56,6409.1,8000000000
17/01/2019,6423.78,6421.41,6457.73,6410.95,9920000000
16/01/2019,6413.36,6417.13,6425.94,6385.59,10430000000
15/01/2019,6408.78,6347.1,6408.78,6333.64,9510000000
14/01/2019,6336.12,6351.33,6359.88,6302.4,7970000000
11/01/2019,6361.46,6347.97,6361.46,6337.55,7810000000
10/01/2019,6328.71,6293.96,6328.71,6268.51,12250000000
09/01/2019,6272.24,6296.12,6311.58,6265.33,10560000000
08/01/2019,6262.85,6292.26,6316.24,6251.38,9050000000
07/01/2019,6287.22,6317.63,6354.76,6287.22,9030000000
04/01/2019,6274.54,6211.1,6274.54,6200.85,8090000000
03/01/2019,6221.01,6176.15,6221.01,6176.15,7220000000
02/01/2019,6181.17,6197.87,6205.9,6164.83,5280000000
28/12/2018,6194.5,6200.3,6212.13,6176.63,7000000000
27/12/2018,6190.64,6173.52,6191.7,6157.65,6550000000
26/12/2018,6127.85,6126.65,6144.6,6094.41,5320000000
21/12/2018,6163.6,6117.84,6165.28,6110.61,5940000000
20/12/2018,6147.88,6144.94,6160.41,6112.06,6480000000
19/12/2018,6176.09,6076.29,6176.09,6076.22,8290000000
18/12/2018,6081.87,6056.23,6081.87,6014.79,6050000000
17/12/2018,6089.31,6163.63,6174.22,6089.31,6190000000
14/12/2018,6169.84,6178.57,6185.48,6160.35,6190000000
13/12/2018,6177.72,6140.88,6186.05,6139.33,8210000000
12/12/2018,6115.58,6097.73,6118.23,6084.34,7930000000
11/12/2018,6076.59,6095.35,6106.98,6069.16,7180000000
10/12/2018,6111.36,6103.1,6121.78,6078.63,5690000000
07/12/2018,6126.36,6108.95,6141.47,6103.18,6610000000
06/12/2018,6115.49,6095.01,6131.63,6086.13,6590000000
05/12/2018,6133.12,6097.64,6133.12,6064.83,6790000000
04/12/2018,6152.86,6118.63,6152.86,6118.47,6520000000
03/12/2018,6118.32,6118.06,6157.3,6101.74,8480000000
30/11/2018,6056.12,6104.64,6117.19,6056.12,10490000000
29/11/2018,6107.17,6030.74,6107.17,6029.66,7190000000
28/11/2018,5991.25,6027.58,6030.9,5990.35,7240000000
27/11/2018,6013.59,6002.39,6034.18,5992.88,6920000000
26/11/2018,6022.78,5997.73,6025.99,5990.98,6720000000
23/11/2018,6006.2,5998.03,6017.46,5971.99,6260000000
22/11/2018,5990.81,5936.66,5997.64,5936.66,7660000000
21/11/2018,5948.05,5942.2,5978.6,5908,6430000000
19/11/2018,6005.3,6028.34,6036.99,5974.13,5600000000
16/11/2018,6012.35,5975.11,6058.83,5968.67,6110000000
15/11/2018,5955.74,5885.22,5960.4,5880.21,6010000000
14/11/2018,5858.29,5857.72,5896.8,5851.79,7280000000
13/11/2018,5835.2,5754.6,5850.38,5747.53,5890000000
12/11/2018,5777.05,5865.74,5884.08,5777.05,5550000000
09/11/2018,5874.15,5934.18,5936.03,5859.09,6530000000
08/11/2018,5976.81,5972.33,5996.84,5949.52,7320000000
07/11/2018,5939.89,5942.22,5947.61,5891.14,6250000000
06/11/2018,5923.93,5942.32,5959.97,5898.56,5330000000
05/11/2018,5920.59,5895.24,5926.63,5886.21,5370000000
02/11/2018,5906.29,5873.01,5906.29,5827.15,6700000000
01/11/2018,5835.92,5855.22,5883.22,5815.76,6320000000
31/10/2018,5831.65,5817.49,5835.17,5769.54,6990000000
30/10/2018,5789.1,5755.02,5789.1,5733.24,5970000000
29/10/2018,5754.61,5788.92,5814.68,5747.03,4960000000
26/10/2018,5784.92,5761.45,5790.95,5748.61,5250000000
25/10/2018,5754.96,5629.95,5754.96,5623.84,5160000000
24/10/2018,5709.42,5795.75,5818.84,5709.42,7160000000
23/10/2018,5797.89,5838.69,5848.04,5797.34,6160000000
22/10/2018,5840.44,5841.42,5869.65,5827.63,6860000000
19/10/2018,5837.29,5810.13,5861.99,5796.78,6350000000
18/10/2018,5845.24,5850.12,5858.79,5811.92,6280000000
17/10/2018,5868.62,5833.25,5868.62,5819.17,6460000000
16/10/2018,5800.82,5737.94,5800.82,5719.51,6490000000
15/10/2018,5727.26,5786.66,5816.04,5725.58,6510000000
12/10/2018,5756.49,5722.49,5788.68,5722.49,6020000000
11/10/2018,5702.82,5734,5746.24,5669.72,9050000000
10/10/2018,5820.67,5815.29,5832.93,5798.74,6830000000
09/10/2018,5796.79,5771.92,5796.79,5756.24,6450000000
08/10/2018,5761.07,5728.7,5794.43,5728.64,7370000000
05/10/2018,5731.94,5738.59,5758.27,5706.4,6490000000
04/10/2018,5756.62,5847.6,5847.6,5742.31,9020000000
03/10/2018,5867.74,5874.5,5921.57,5848.16,7290000000
02/10/2018,5875.62,5947.25,5956.78,5862.96,8770000000
01/10/2018,5944.6,5950.86,5982.06,5944.6,6060000000
28/09/2018,5976.55,5930.6,5976.55,5930.6,6270000000
27/09/2018,5929.22,5871.44,5931.72,5870.54,5970000000
26/09/2018,5873.27,5871.56,5908.59,5870.3,7510000000
25/09/2018,5874.3,5875.16,5895.02,5850.75,6590000000
24/09/2018,5882.22,5958.57,5958.57,5876.65,6870000000
21/09/2018,5957.74,5956.5,5975.17,5935.04,8630000000
20/09/2018,5931.27,5898.48,5941.02,5897.6,7090000000
19/09/2018,5873.6,5835.79,5882.66,5835.79,6960000000
18/09/2018,5811.79,5818.72,5844.95,5781.29,7100000000
17/09/2018,5824.26,5908.43,5911.65,5811.92,5960000000
14/09/2018,5931.28,5870.98,5931.28,5870.98,5660000000
13/09/2018,5858.27,5834.77,5865.07,5834.77,6640000000
12/09/2018,5798.15,5839.31,5870.6,5798.15,6140000000
10/09/2018,5831.12,5835.38,5840.87,5776.02,5390000000
07/09/2018,5851.46,5780.81,5851.46,5769.25,5430000000
06/09/2018,5776.1,5661.96,5786.67,5660.87,5790000000
05/09/2018,5683.5,5868.78,5868.78,5621.6,7180000000
04/09/2018,5905.3,5974.76,5978.73,5889.1,5400000000
03/09/2018,5967.58,6025.41,6026.92,5954.93,4430000000
31/08/2018,6018.46,5984.96,6018.46,5940.65,5950000000
30/08/2018,6018.96,6075.27,6086.94,6013.37,5850000000
29/08/2018,6065.15,6025.6,6065.15,6003.49,6300000000
28/08/2018,6042.65,6042.89,6065.25,6023.22,5910000000
27/08/2018,6025.97,5993.76,6025.97,5993.7,6570000000
24/08/2018,5968.75,5975.42,5993.6,5949.61,4950000000
23/08/2018,5982.98,5962.1,5991.3,5934.29,5360000000
21/08/2018,5944.3,5899.3,5953.91,5899.3,5900000000
20/08/2018,5892.19,5833.54,5919.33,5833.54,5500000000
16/08/2018,5783.8,5788.06,5811.63,5743.5,5340000000
15/08/2018,5816.59,5782.38,5819.64,5689.94,6200000000
14/08/2018,5769.87,5850.72,5890.99,5744.58,5700000000
13/08/2018,5861.25,6029.47,6034.56,5861.25,6090000000
10/08/2018,6077.17,6084.8,6107.7,6059.99,5290000000
09/08/2018,6065.26,6084.75,6105.92,6055.27,6240000000
08/08/2018,6094.83,6110.84,6117.29,6081.63,6470000000
07/08/2018,6091.25,6100,6113.99,6079.48,6030000000
06/08/2018,6101.13,6025.61,6102.54,6025.43,6620000000
03/08/2018,6007.54,6014.8,6023.48,5994.04,5720000000
02/08/2018,6011.72,6039.59,6055.07,6011.72,7780000000
01/08/2018,6033.42,5952.94,6034.55,5945.44,5990000000
31/07/2018,5936.44,6012.93,6013.86,5910.53,8650000000
30/07/2018,6027.94,5998.1,6027.94,5994.08,7220000000
27/07/2018,5989.14,5947.36,5992.05,5947.06,6560000000
26/07/2018,5946.14,5949.66,5967.6,5928.74,8240000000
25/07/2018,5933.89,5941.13,5947.5,5923.2,8410000000
24/07/2018,5931.84,5934.41,5945.85,5925.05,5940000000
23/07/2018,5915.8,5886.52,5928.08,5884.98,5190000000
20/07/2018,5872.78,5867.81,5884.63,5842.93,5610000000
19/07/2018,5871.08,5902.03,5920.93,5857.14,6150000000
18/07/2018,5890.73,5868.87,5899.65,5858.98,6900000000
17/07/2018,5861.51,5881.79,5884.8,5840.94,5250000000
16/07/2018,5905.16,5941.91,5956.8,5847.34,4650000000
13/07/2018,5944.07,5908.48,5961.34,5908.48,5490000000
12/07/2018,5907.87,5873.05,5931.52,5873.05,5700000000
11/07/2018,5893.36,5842.99,5897.96,5822.75,6240000000
10/07/2018,5881.76,5839.04,5888.59,5829.68,5380000000
09/07/2018,5807.38,5719.86,5815.45,5716.39,5270000000
06/07/2018,5694.91,5733.13,5743.36,5694.91,4630000000
05/07/2018,5739.33,5727.91,5739.33,5685.75,5170000000
04/07/2018,5733.64,5640.56,5738.93,5557.56,5660000000
03/07/2018,5633.94,5737.35,5752.32,5630.1,4960000000
02/07/2018,5746.77,5828.5,5832.22,5746.77,4800000000
29/06/2018,5799.24,5691.69,5799.24,5682.66,6530000000
28/06/2018,5667.32,5791.58,5801.35,5661.01,6010000000
27/06/2018,5787.55,5832.58,5859.6,5787.55,5560000000
26/06/2018,5825.65,5831.6,5878.04,5820.75,5910000000
25/06/2018,5859.08,5850.31,5891.48,5801.59,5490000000
22/06/2018,5821.81,5820.19,5837.65,5787.68,5880000000
21/06/2018,5822.33,5890.06,5922.7,5815.45,5140000000
20/06/2018,5884.04,5941.79,5947.78,5834.13,6240000000
08/06/2018,5993.63,6083.33,6096.66,5987.33,5400000000
07/06/2018,6106.7,6090.98,6116.43,6077.86,6110000000
06/06/2018,6069.71,6083.92,6096.72,6063.33,6840000000
05/06/2018,6088.79,6031.37,6088.79,6025.56,7120000000
04/06/2018,6014.82,6004.12,6032.99,6001.2,7790000000
31/05/2018,5983.59,6037.26,6055.02,5934.8,9190000000
30/05/2018,6011.06,6037.43,6095.83,6001.8,7700000000
28/05/2018,6068.32,5979.62,6080.51,5977,6680000000
25/05/2018,5975.74,5957.43,6003.24,5949.52,5870000000
24/05/2018,5946.54,5833.62,5954.31,5833.35,7150000000
23/05/2018,5792,5764.42,5850.54,5764.31,6060000000
22/05/2018,5751.12,5767.63,5813.43,5751.12,6740000000
21/05/2018,5733.85,5779.24,5786.39,5719.48,6370000000
18/05/2018,5783.31,5831.05,5843.45,5783.31,5550000000
17/05/2018,5815.92,5854.87,5898.3,5815.92,6740000000
16/05/2018,5841.46,5780.88,5841.46,5738.58,6230000000
15/05/2018,5838.12,5926.08,5940.42,5833.64,6450000000
14/05/2018,5947.15,5933.46,5947.15,5853.44,5620000000
11/05/2018,5956.83,5923.09,6023.04,5921.19,6680000000
09/05/2018,5907.94,5734.18,5917.82,5716.65,6630000000
08/05/2018,5774.72,5862.78,5866.08,5752.8,5780000000
07/05/2018,5885.1,5814.96,5885.1,5808.19,5290000000
04/05/2018,5792.35,5849.31,5855.11,5768.38,5240000000
03/05/2018,5858.73,5990.16,5996.49,5858.73,6110000000
02/05/2018,6012.24,5999.36,6012.94,5970.4,6780000000
30/04/2018,5994.6,5937.07,6005.88,5936.53,5920000000
27/04/2018,5919.24,5968.88,5997.5,5885.34,5520000000
26/04/2018,5909.2,6080.38,6089.1,5894.15,6770000000
25/04/2018,6079.85,6219.76,6220.04,6070.79,5840000000
24/04/2018,6229.64,6313.72,6316.7,6225.55,5860000000
23/04/2018,6308.15,6328.65,6335.45,6298.38,6210000000
20/04/2018,6337.69,6356,6360.32,6314.2,6020000000
19/04/2018,6355.9,6321.22,6355.9,6319.58,7500000000
18/04/2018,6320.01,6302.98,6320.01,6297.95,7970000000
17/04/2018,6285.76,6290.86,6303.97,6259.59,9240000000
16/04/2018,6286.75,6279.63,6305.03,6262.24,5700000000
13/04/2018,6270.33,6322.95,6335.2,6270.33,5580000000
12/04/2018,6310.8,6351.05,6356.15,6289.86,6510000000
11/04/2018,6360.93,6352.6,6380.35,6349.64,7270000000
10/04/2018,6325.82,6244.35,6334.47,6243,6390000000
09/04/2018,6246.13,6179.38,6246.13,6178.18,6430000000
06/04/2018,6175.05,6184.87,6192.42,6165.2,5970000000
05/04/2018,6183.23,6194.1,6211.87,6176.7,6210000000
04/04/2018,6157.1,6240.98,6250.14,6137.16,7270000000
03/04/2018,6229.01,6212.77,6234.57,6202.13,6180000000
02/04/2018,6240.57,6194.51,6240.57,6168.37,5900000000
29/03/2018,6188.99,6153.65,6188.99,6101.77,5920000000
28/03/2018,6140.84,6195.48,6197.01,6116.89,6140000000
27/03/2018,6209.35,6246.23,6274.3,6188.61,7090000000
26/03/2018,6200.17,6178.73,6205.57,6167.34,6210000000
23/03/2018,6210.7,6138.11,6210.7,6085.2,7550000000
22/03/2018,6254.07,6331.98,6351.31,6252.98,7800000000
21/03/2018,6312.83,6260.19,6315.07,6260.07,9240000000
20/03/2018,6243.58,6266.58,6271.72,6207.17,7670000000
19/03/2018,6289.57,6315.33,6319.65,6277.76,7770000000
16/03/2018,6304.95,6323.41,6328.79,6236.24,8830000000
15/03/2018,6321.9,6366.93,6372.09,6316.21,8220000000
14/03/2018,6382.62,6410.89,6412.75,6363.63,8620000000
13/03/2018,6412.85,6497.46,6501.13,6399.39,8260000000
12/03/2018,6500.69,6459.32,6500.69,6459.32,7620000000
09/03/2018,6433.32,6448.19,6459.03,6382.89,7360000000
08/03/2018,6443.02,6410.71,6443.06,6371.97,8730000000
07/03/2018,6368.27,6500.96,6516.89,6346.66,10860000000
06/03/2018,6500.11,6577.18,6589.72,6492.95,7780000000
05/03/2018,6550.59,6594.52,6607.16,6543.66,7780000000
02/03/2018,6582.32,6597.71,6597.71,6561.05,8230000000
01/03/2018,6606.05,6605.31,6630.13,6596.87,9240000000
28/02/2018,6597.22,6595.86,6609.4,6564.48,9710000000
27/02/2018,6598.93,6573.7,6598.93,6562.84,10710000000
26/02/2018,6554.67,6615.37,6624.02,6554.67,9780000000
23/02/2018,6619.8,6608.53,6659.26,6608.53,9370000000
22/02/2018,6593.06,6646.35,6648.75,6586.31,10710000000
21/02/2018,6643.4,6649.18,6665.89,6614.23,17920000000
20/02/2018,6662.88,6687.23,6693.47,6625.74,12940000000
19/02/2018,6689.29,6610.73,6689.29,6607.91,9670000000
15/02/2018,6591.58,6615.9,6624.63,6583.19,8540000000
14/02/2018,6594.4,6577.11,6599.31,6572.5,7710000000
13/02/2018,6578.18,6545,6595.9,6544.67,10290000000
12/02/2018,6523.45,6508.05,6531.56,6498.69,11880000000
09/02/2018,6505.52,6491.29,6505.52,6460.64,9560000000
08/02/2018,6544.63,6543.62,6549.18,6519.09,10630000000
07/02/2018,6534.87,6525.56,6582.51,6512.07,11720000000
06/02/2018,6478.54,6505.19,6519.29,6426.76,13900000000
05/02/2018,6589.68,6556.68,6612.45,6522.55,9750000000
02/02/2018,6628.82,6638.16,6655.61,6621.44,8810000000
01/02/2018,6598.46,6625.35,6658.88,6598.46,11970000000
31/01/2018,6605.63,6547.99,6627.84,6522.66,11380000000
30/01/2018,6575.49,6666.83,6675.76,6546.65,10000000000
29/01/2018,6680.62,6672.99,6686.35,6634.89,9930000000
26/01/2018,6660.62,6616.13,6677.37,6615.87,10250000000
25/01/2018,6615.33,6629.37,6636.59,6581.67,12200000000
24/01/2018,6615.49,6635.76,6641.17,6588.62,11600000000
23/01/2018,6635.33,6538.01,6635.33,6537.08,8530000000
22/01/2018,6500.53,6495.38,6529.2,6484.12,8780000000
19/01/2018,6490.9,6483.83,6490.9,6443.01,7020000000
18/01/2018,6472.67,6456.9,6483.27,6452.05,11170000000
17/01/2018,6444.52,6429.77,6452.51,6420.06,8690000000
16/01/2018,6429.69,6386.22,6429.69,6381.31,8200000000
15/01/2018,6382.19,6379.07,6390.89,6361.61,7350000000
12/01/2018,6370.06,6391.47,6409.18,6359.83,8900000000
11/01/2018,6386.34,6375.03,6386.34,6344.04,11730000000
10/01/2018,6371.17,6380.92,6412.03,6355.22,7010000000
09/01/2018,6373.14,6393.87,6402.74,6351.23,6690000000
08/01/2018,6385.4,6354.36,6385.4,6349.04,6670000000
05/01/2018,6353.74,6279.46,6353.74,6278.72,7420000000
04/01/2018,6292.32,6257.72,6292.32,6233.94,5790000000
03/01/2018,6251.48,6341.27,6342.19,6220.69,4890000000
02/01/2018,6339.24,6366.08,6445.91,6326.09,5220000000
29/12/2017,6355.65,6325.62,6368.32,6321.09,6600000000
28/12/2017,6314.05,6282.44,6314.05,6259.61,5900000000
27/12/2017,6277.16,6214.26,6277.16,6214.26,4470000000
22/12/2017,6221.01,6181.86,6221.01,6167.04,4510000000
21/12/2017,6183.39,6129.53,6183.39,6126.79,5230000000
20/12/2017,6109.48,6165.6,6167.43,6088.56,5910000000
19/12/2017,6167.67,6113.09,6176.45,6110.28,5660000000
18/12/2017,6133.96,6111.68,6133.96,6080.15,5140000000
15/12/2017,6119.42,6098.84,6119.42,6075.89,5640000000
14/12/2017,6113.65,6065.31,6117.13,6061.09,6720000000
13/12/2017,6054.6,6027.44,6054.6,6020.11,5590000000
12/12/2017,6032.37,6038.43,6042,6012.98,5460000000
11/12/2017,6026.63,6043.35,6052.52,6024.04,5740000000
08/12/2017,6030.96,6017.96,6041.13,6013.75,5340000000
07/12/2017,6006.84,6032.05,6039.3,6006.84,5000000000
06/12/2017,6035.51,6002.54,6044.34,6001.09,5090000000
05/12/2017,6000.47,6021.09,6026.41,5979.48,6720000000
04/12/2017,5998.19,6014.06,6031.92,5994.35,6600000000
30/11/2017,5952.14,6053.03,6058.6,5952.14,9500000000
29/11/2017,6061.37,6066.43,6073.9,6045.34,6420000000
28/11/2017,6070.72,6055.1,6070.72,6015.91,6680000000
27/11/2017,6064.59,6059.71,6072.49,6035.92,6080000000
24/11/2017,6067.14,6064.67,6069.85,6035.25,5700000000
23/11/2017,6063.24,6081.42,6090.64,6056.12,6670000000
22/11/2017,6069.78,6039.09,6071.34,6038.74,6560000000
21/11/2017,6031.86,6062.23,6076.23,6008.69,5700000000
20/11/2017,6053.28,6066.75,6098.78,6053.28,5380000000
17/11/2017,6051.73,6052.51,6092.35,6049.96,5200000000
16/11/2017,6037.91,5985.63,6054.24,5984.7,5530000000
15/11/2017,5972.31,6001.92,6012.66,5972.31,7330000000
14/11/2017,5988.29,6019.11,6039.3,5988.29,6370000000
13/11/2017,6021.46,6020.75,6045.49,6016.99,5400000000
10/11/2017,6021.83,6044.28,6054.53,6020.45,5380000000
09/11/2017,6042.46,6055.55,6071.54,6039.86,5670000000
08/11/2017,6049.38,6052.99,6069.77,6033.55,7160000000
07/11/2017,6060.45,6055.75,6065.28,6047.27,5030000000
06/11/2017,6050.82,6031.52,6062.06,6025.07,6200000000
03/11/2017,6039.54,6044.79,6046.26,5989.68,4770000000
02/11/2017,6031.11,6052.03,6082.23,6031.11,5670000000
01/11/2017,6038.15,6017.04,6038.99,6008.37,5630000000
31/10/2017,6005.78,6034.38,6034.62,5989.86,5580000000
30/10/2017,5974.08,5990.19,6008.63,5969.21,6030000000
27/10/2017,5975.28,5998.17,6020.29,5969.78,5020000000
26/10/2017,5995.85,6018.27,6042.45,5995.85,6160000000
25/10/2017,6025.43,5962.03,6025.43,5961.75,6590000000
24/10/2017,5952.08,5955.27,5974.2,5949.33,8330000000
23/10/2017,5950.03,5946.15,5965.99,5945.33,8010000000
20/10/2017,5929.55,5923.08,5959.58,5918.53,6560000000
19/10/2017,5910.53,5927.73,5934.68,5903.86,7660000000
18/10/2017,5929.2,5955.2,5958,5903.62,7420000000
17/10/2017,5947.33,5957.58,5961.51,5922.07,5330000000
16/10/2017,5949.7,5927.99,5956.95,5927.99,7330000000
13/10/2017,5924.12,5926.03,5947.86,5915.14,6890000000
12/10/2017,5926.2,5886.43,5932.01,5883.5,7620000000
11/10/2017,5882.79,5900.73,5906.14,5860.76,4910000000
10/10/2017,5905.76,5918.13,5927.68,5896.46,4870000000
09/10/2017,5914.93,5906.72,5926.38,5902.47,4230000000
06/10/2017,5905.38,5922.11,5922.75,5894.24,4750000000
05/10/2017,5901.91,5954.73,5956.4,5901.91,5830000000
04/10/2017,5951.48,5952.38,5967.12,5946.64,6010000000
03/10/2017,5939.45,5915.43,5953.48,5899.53,6250000000
02/10/2017,5914.03,5917.75,5936.14,5909.11,5020000000
29/09/2017,5900.85,5855.08,5907.44,5851.7,5180000000
28/09/2017,5841.05,5860.55,5866.61,5839.59,6210000000
27/09/2017,5863.03,5872.59,5873.03,5841.02,5530000000
26/09/2017,5863.96,5897.01,5904.95,5859.85,6110000000
25/09/2017,5894.61,5910.16,5918.09,5882.94,4800000000
22/09/2017,5911.71,5905.23,5928.79,5883.57,5180000000
20/09/2017,5906.57,5902.21,5908.86,5885.83,6180000000
19/09/2017,5901.33,5885.21,5901.33,5868.34,5910000000
18/09/2017,5884.61,5875.11,5884.61,5851.23,5330000000
15/09/2017,5872.39,5854.45,5875.53,5831.18,6470000000
14/09/2017,5852,5849.72,5867.21,5841.4,7570000000
13/09/2017,5845.73,5860.49,5881.69,5840.92,6960000000
12/09/2017,5872.38,5877.24,5884.15,5861.53,6140000000
11/09/2017,5871.88,5863.42,5883.95,5858.24,5310000000
08/09/2017,5857.12,5825.12,5866.99,5819.53,4800000000
07/09/2017,5832.31,5824.52,5835.88,5810.48,5200000000
06/09/2017,5824.14,5809.31,5831.48,5803.12,6360000000
05/09/2017,5829.98,5823.01,5834.18,5774.31,6700000000
04/09/2017,5813.74,5858.21,5861.6,5806.32,5230000000
31/08/2017,5864.06,5873.73,5881.74,5845.27,6550000000
30/08/2017,5872.51,5888.43,5893.9,5863.15,5290000000
29/08/2017,5888.21,5899.75,5902.61,5865.41,5970000000
28/08/2017,5903.34,5904.37,5914.48,5890.48,8960000000
25/08/2017,5915.36,5906.12,5915.36,5880.02,6610000000
24/08/2017,5894.12,5914.1,5916.82,5874.28,8940000000
23/08/2017,5914.02,5900.4,5914.02,5881.76,7990000000
22/08/2017,5880.3,5862.59,5885.6,5862.48,6050000000
21/08/2017,5861,5893.42,5901.58,5855.24,4410000000
18/08/2017,5893.84,5879.68,5912.12,5869.13,4790000000
16/08/2017,5891.95,5842.56,5891.95,5836.15,5970000000
15/08/2017,5835.04,5808.65,5842.84,5808.26,6430000000
14/08/2017,5801.49,5780.7,5812.87,5780.7,5030000000
11/08/2017,5766.14,5812.25,5812.91,5756.46,5690000000
10/08/2017,5825.95,5828.54,5833.86,5810.76,5830000000
09/08/2017,5824.01,5813.6,5824.01,5792.78,5670000000
08/08/2017,5810.56,5755.05,5810.56,5755.05,4990000000
07/08/2017,5749.29,5780.89,5812.79,5749.29,4350000000
04/08/2017,5777.48,5775.92,5800.13,5769.4,4100000000
03/08/2017,5780.58,5818.56,5825.05,5780.58,4600000000
02/08/2017,5824.25,5815.07,5824.25,5792.17,5290000000
01/08/2017,5805.2,5853.51,5858.93,5805.2,7200000000
31/07/2017,5840.94,5820.01,5847.24,5816.53,5440000000
28/07/2017,5831.03,5822.81,5831.03,5804.8,6580000000
27/07/2017,5819.74,5807.28,5820.96,5805.92,5140000000
26/07/2017,5800.21,5809.89,5831.64,5785.9,5820000000
25/07/2017,5813.53,5805.6,5813.53,5780.48,4830000000
24/07/2017,5801.59,5760.08,5801.59,5756.51,5090000000
21/07/2017,5765.42,5824.53,5831.46,5760.96,4200000000
20/07/2017,5825.21,5808.88,5828.14,5808.12,4510000000
19/07/2017,5806.69,5822.24,5822.48,5797.35,4490000000
18/07/2017,5822.35,5824.93,5831.69,5806.6,5550000000
17/07/2017,5841.28,5831.02,5841.28,5824.26,5150000000
14/07/2017,5831.8,5827.55,5833.76,5804.44,3680000000
13/07/2017,5830.04,5839.4,5843.18,5809.4,4300000000
12/07/2017,5819.13,5771.47,5827.13,5771.47,4530000000
11/07/2017,5773.33,5772.98,5784.08,5765.36,5200000000
10/07/2017,5771.51,5814.79,5826.31,5769.34,3000000000
